"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj"
"18511","GO:1901377",0.00106329896358686,1,2,2,"organic heteropentacyclic compound catabolic process","BP",0.324126471393104
"11303","GO:0045120",0.00109535652885641,0.999857846577147,6,20,"pronucleus","CC",0.329261129917211
"13131","GO:0051253",0.00125986806218668,0.999161471548353,90,1120,"negative regulation of RNA metabolic process","BP",0.373524992738443
"11623","GO:0045892",0.00137251664788092,0.999098441518088,83,1015,"negative regulation of transcription, DNA-templated","BP",0.401424024460632
"12487","GO:0048522",0.00139696528994319,0.998910825565492,305,4658,"positive regulation of cellular process","BP",0.403126930269872
"3027","GO:0006471",0.00143891981872262,0.999749276438382,7,32,"protein ADP-ribosylation","BP",0.404575415421816
"2637","GO:0005829",0.00143937102007484,0.998906638921203,217,3297,"cytosol","CC",0.404575415421816
"18998","GO:1902679",0.00148397018726118,0.999022298083405,83,1019,"negative regulation of RNA biosynthetic process","BP",0.406551478011313
"19385","GO:1903507",0.00148397018726118,0.999022298083405,83,1019,"negative regulation of nucleic acid-templated transcription","BP",0.406551478011313
"2648","GO:0005847",0.00154542102650603,0.99983364464937,5,16,"mRNA cleavage and polyadenylation specificity factor complex","CC",0.418094340958376
"13092","GO:0051173",0.00157787758155562,0.998826627403046,175,2464,"positive regulation of nitrogen compound metabolic process","BP",0.421604993797632
"17176","GO:0098789",0.00165114581630959,0.999883781181383,4,10,"pre-mRNA cleavage required for polyadenylation","BP",0.435801815882786
"7299","GO:0030953",0.00169591654404716,0.999825480604844,5,13,"astral microtubule organization","BP",0.438341887599836
"12488","GO:0048523",0.0017126312776442,0.998670535272578,267,4023,"negative regulation of cellular process","BP",0.438341887599836
"4623","GO:0010605",0.00172152938344897,0.998730611653354,160,2270,"negative regulation of macromolecule metabolic process","BP",0.438341887599836
"7490","GO:0031323",0.00185448082976442,0.998544990497954,305,4710,"regulation of cellular metabolic process","BP",0.464978396030925
"8989","GO:0034405",0.00186910873976299,0.999724244410733,6,22,"response to fluid shear stress","BP",0.464978396030925
"12798","GO:0050685",0.00189777246701107,0.999647203008646,7,36,"positive regulation of mRNA processing","BP",0.466744198903644
"7491","GO:0031324",0.00199272443385237,0.998540727786233,147,2040,"negative regulation of cellular metabolic process","BP",0.484590280020976
"15060","GO:0070412",0.00213876295632854,0.999672869473697,6,23,"R-SMAD binding","MF",0.50485226843292
"13132","GO:0051254",0.00214384115689852,0.998493032781629,110,1411,"positive regulation of RNA metabolic process","BP",0.50485226843292
"299","GO:0000822",0.00215530382251367,0.999952336458052,3,4,"inositol hexakisphosphate binding","MF",0.50485226843292
"12483","GO:0048518",0.00216935087392051,0.998286872899868,322,5024,"positive regulation of biological process","BP",0.50485226843292
"10889","GO:0043565",0.00222779666181725,0.998454068686854,101,1292,"sequence-specific DNA binding","MF",0.512938331401177
"4563","GO:0010468",0.00236566402795623,0.998158624293752,250,3802,"regulation of gene expression","BP",0.53514041942025
"4551","GO:0010453",0.00238921822502358,0.999703627373388,5,19,"regulation of cell fate commitment","BP",0.53514041942025
"7494","GO:0031327",0.00242110212733601,0.998323318784206,98,1271,"negative regulation of cellular biosynthetic process","BP",0.53514041942025
"4598","GO:0010558",0.00243970838084419,0.998319242902247,95,1221,"negative regulation of macromolecule biosynthetic process","BP",0.53514041942025
"4459","GO:0009982",0.00245209266390443,0.999788656079661,4,13,"pseudouridine synthase activity","MF",0.53514041942025
"6209","GO:0019219",0.00251417714088796,0.998065566027842,215,3160,"regulation of nucleobase-containing compound metabolic process","BP",0.53514041942025
"4777","GO:0010826",0.00257036728204281,0.999787209990582,4,11,"negative regulation of centrosome duplication","BP",0.53514041942025
"11952","GO:0046606",0.00257036728204281,0.999787209990582,4,11,"negative regulation of centrosome cycle","BP",0.53514041942025
"13091","GO:0051172",0.00259542599025556,0.998098429130334,139,1922,"negative regulation of nitrogen compound metabolic process","BP",0.53514041942025
"17175","GO:0098787",0.00260543180626228,0.999783481676174,4,11,"mRNA cleavage involved in mRNA processing","BP",0.53514041942025
"3860","GO:0008327",0.00261545406921585,0.999583213025908,6,23,"methyl-CpG binding","MF",0.53514041942025
"11062","GO:0044267",0.00262093445726315,0.997957215420387,246,3832,"cellular protein metabolic process","BP",0.53514041942025
"20914","GO:1990904",0.00267521558284673,0.998429987414134,45,682,"ribonucleoprotein complex","CC",0.540042622002479
"12819","GO:0050733",0.00269484836558091,0.999888490773787,3,6,"RS domain binding","MF",0.540042622002479
"18183","GO:1900006",0.00276565993183684,0.999567116287233,6,20,"positive regulation of dendrite development","BP",0.549148421144448
"11064","GO:0044271",0.00299412171873275,0.997668015484448,234,3654,"cellular nitrogen compound biosynthetic process","BP",0.589107057804845
"15840","GO:0071878",0.0031839749005297,0.999881699027977,3,5,"negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway","BP",0.616852616438279
"2631","GO:0005815",0.00319214032440453,0.997990257176714,58,702,"microtubule organizing center","CC",0.616852616438279
"2962","GO:0006379",0.00334641313929242,0.999685180127907,4,13,"mRNA cleavage","BP",0.64094176613899
"9096","GO:0034654",0.00341214234966436,0.997368899288992,202,3004,"nucleobase-containing compound biosynthetic process","BP",0.642587884400023
"1549","GO:0003729",0.00343205301788347,0.998255545723167,28,295,"mRNA binding","MF",0.642587884400023
"4497","GO:0010159",0.00344407866702411,1,2,2,"specification of animal organ position","BP",0.642587884400023
"11655","GO:0045934",0.00349240995646902,0.997561366171902,95,1234,"negative regulation of nucleobase-containing compound metabolic process","BP",0.646036142631274
"9024","GO:0034470",0.00363235708770119,0.998091704823413,30,376,"ncRNA processing","BP",0.66622969872133
"2942","GO:0006351",0.00366691542273553,0.997188920542207,187,2704,"transcription, DNA-templated","BP",0.66691639070811
"12844","GO:0050789",0.00371045601690605,0.997029714448246,517,8568,"regulation of biological process","BP",0.667902389757516
"7255","GO:0030878",0.00373405670011826,0.999475535495608,5,21,"thyroid gland development","BP",0.667902389757516
"3421","GO:0007049",0.0037968658507914,0.99727921817893,109,1520,"cell cycle","BP",0.672167425034977
"19789","GO:1904289",0.00382001539894202,1,2,2,"regulation of mitotic DNA damage checkpoint","BP",0.672167425034977
"17002","GO:0097659",0.00385307601077656,0.997042124619309,187,2708,"nucleic acid-templated transcription","BP",0.672517129848687
"7492","GO:0031325",0.00402248344512137,0.996915106392114,183,2655,"positive regulation of cellular metabolic process","BP",0.68756717790351
"4113","GO:0009058",0.0040321654728056,0.996795382874387,279,4505,"biosynthetic process","BP",0.68756717790351
"5723","GO:0016607",0.00403460849206421,0.997874662132155,30,309,"nuclear speck","CC",0.68756717790351
"6285","GO:0019438",0.00417245995477351,0.996760550592038,205,3073,"aromatic compound biosynthetic process","BP",0.696964237769152
"4114","GO:0009059",0.00417748548015967,0.996716667219223,236,3667,"macromolecule biosynthetic process","BP",0.696964237769152
"6089","GO:0018312",0.00421708029881803,0.999945331909946,2,3,"peptidyl-serine ADP-ribosylation","BP",0.696964237769152
"9074","GO:0034616",0.00421856097342138,0.999773851235529,3,7,"response to laminar fluid shear stress","BP",0.696964237769152
"18505","GO:1901362",0.00425590650603473,0.996686615741732,210,3176,"organic cyclic compound biosynthetic process","BP",0.697807458409922
"15765","GO:0071714",0.00439602323639742,1,2,2,"icosanoid transmembrane transporter activity","MF",0.699014794956194
"10399","GO:0042632",0.00447847238889181,0.998657456034831,10,69,"cholesterol homeostasis","BP",0.699014794956194
"2650","GO:0005849",0.00448659353720822,0.999347392082787,5,20,"mRNA cleavage factor complex","CC",0.699014794956194
"4775","GO:0010824",0.00449633876093308,0.998889116573955,8,44,"regulation of centrosome duplication","BP",0.699014794956194
"8304","GO:0032774",0.00449860911915128,0.996531392922499,187,2720,"RNA biosynthetic process","BP",0.699014794956194
"18576","GO:1901576",0.0045224017164159,0.996399819925027,274,4424,"organic substance biosynthetic process","BP",0.699014794956194
"11656","GO:0045935",0.00454636550061682,0.996680181057651,119,1603,"positive regulation of nucleobase-containing compound metabolic process","BP",0.699014794956194
"13124","GO:0051246",0.00458191056317486,0.996569187074186,143,2067,"regulation of protein metabolic process","BP",0.699014794956194
"10493","GO:0042826",0.00460296647819194,0.998202684059026,15,118,"histone deacetylase binding","MF",0.699014794956194
"5298","GO:0015734",0.0046185425162286,0.999767609807251,3,6,"taurine transport","BP",0.699014794956194
"10513","GO:0042918",0.0046185425162286,0.999767609807251,3,6,"alkanesulfonate transport","BP",0.699014794956194
"6045","GO:0018130",0.00469306564896905,0.996346288682286,204,3068,"heterocycle biosynthetic process","BP",0.702665320067899
"13060","GO:0051129",0.00470759466847689,0.997028734651505,54,643,"negative regulation of cellular component organization","BP",0.702665320067899
"12919","GO:0050893",0.00474109434497775,1,2,2,"sensory processing","BP",0.702818526769545
"6314","GO:0019538",0.00480417089583114,0.996177347133004,266,4238,"protein metabolic process","BP",0.70612952936376
"5487","GO:0016125",0.00482868226890156,0.998167253986209,14,120,"sterol metabolic process","BP",0.70612952936376
"14945","GO:0070213",0.00486927970836331,0.999502010456718,4,12,"protein auto-ADP-ribosylation","BP",0.707287387436961
"11058","GO:0044260",0.00492839573044025,0.996058877836238,285,4595,"cellular macromolecule metabolic process","BP",0.711101791959456
"13685","GO:0055092",0.00501600426833398,0.998469918759668,10,70,"sterol homeostasis","BP",0.718949538937433
"4425","GO:0009890",0.00514092982540625,0.99633727162888,98,1311,"negative regulation of biosynthetic process","BP",0.732007527705706
"4785","GO:0010835",0.00522845006397263,0.999677204986146,3,8,"regulation of protein ADP-ribosylation","BP",0.739603560356599
"8914","GO:0034263",0.0053395034297669,0.999921724528251,2,3,"positive regulation of autophagy in response to ER overload","BP",0.743091562998585
"2472","GO:0005515",0.00537013959797698,0.995642044095614,452,7451,"protein binding","MF",0.743091562998585
"16331","GO:0090023",0.00542697740337409,0.999143738811566,5,25,"positive regulation of neutrophil chemotaxis","BP",0.743091562998585
"213","GO:0000448",0.00546868287326971,0.999918823086143,2,3,"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","BP",0.743091562998585
"5300","GO:0015740",0.00548644851071081,0.999148396661734,5,22,"C4-dicarboxylate transport","BP",0.743091562998585
"15791","GO:0071782",0.00553266285797248,0.99894791026357,6,26,"endoplasmic reticulum tubular network","CC",0.743091562998585
"468","GO:0001581",0.00558007854144864,1,2,2,"detection of chemical stimulus involved in sensory perception of sour taste","BP",0.743091562998585
"8484","GO:0033040",0.00558007854144864,1,2,2,"sour taste receptor activity","MF",0.743091562998585
"1635","GO:0003950",0.00560275782964869,0.999132689319472,5,21,"NAD+ ADP-ribosyltransferase activity","MF",0.743091562998585
"14180","GO:0060699",0.00562332308576771,0.999915301686816,2,3,"regulation of endoribonuclease activity","BP",0.743091562998585
"427","GO:0001522",0.00563078206957298,0.999340450080952,4,18,"pseudouridine synthesis","BP",0.743091562998585
"8127","GO:0032489",0.00570243992070177,0.999689957159207,3,6,"regulation of Cdc42 protein signal transduction","BP",0.747987316386354
"3387","GO:0006997",0.00578968340666057,0.997676108150151,15,123,"nucleus organization","BP",0.754856132351535
"9167","GO:0034770",0.00595823741811826,0.999372494898021,4,11,"histone H4-K20 methylation","BP",0.772180433774453
"12319","GO:0048026",0.00605168574478631,0.999019757848627,5,25,"positive regulation of mRNA splicing, via spliceosome","BP",0.778293251601086
"11054","GO:0044249",0.00607925893649405,0.995129003982434,270,4372,"cellular biosynthetic process","BP",0.778293251601086
"65","GO:0000127",0.0061411334656488,0.999656836712762,3,6,"transcription factor TFIIIC complex","CC",0.778293251601086
"2946","GO:0006355",0.00614924668593936,0.995233921885454,180,2610,"regulation of transcription, DNA-templated","BP",0.778293251601086
"15700","GO:0071624",0.0062763588996137,0.998964154057779,5,27,"positive regulation of granulocyte chemotaxis","BP",0.789762998048484
"3840","GO:0008295",0.00643072685969518,0.99985386824262,2,4,"spermidine biosynthetic process","BP",0.801992957946672
"19384","GO:1903506",0.00644766320208478,0.994995527448855,180,2614,"regulation of nucleic acid-templated transcription","BP",0.801992957946672
"2784","GO:0006066",0.00654121961117895,0.996693355228268,24,262,"alcohol metabolic process","BP",0.806480935009871
"3045","GO:0006497",0.00655827032120026,0.997760222123615,11,93,"protein lipidation","BP",0.806480935009871
"16430","GO:0090181",0.00662466925556365,0.998649733944243,6,33,"regulation of cholesterol metabolic process","BP",0.810043597164768
"7396","GO:0031122",0.0066913991432611,0.997897642154978,10,59,"cytoplasmic microtubule organization","BP",0.813606469986516
"2282","GO:0005080",0.0067783549435721,0.998008405554283,9,57,"protein kinase C binding","MF",0.819575061696822
"13389","GO:0051726",0.00682896501929496,0.995368973187141,69,906,"regulation of cell cycle","BP",0.820519773136562
"8576","GO:0033240",0.00688589575272265,0.99949194794953,3,10,"positive regulation of cellular amine metabolic process","BP",0.820519773136562
"21554","GO:2001141",0.00689990291137339,0.994633649491811,180,2621,"regulation of RNA biosynthetic process","BP",0.820519773136562
"16765","GO:0097151",0.00716931512374062,0.999575695816774,3,6,"positive regulation of inhibitory postsynaptic potential","BP",0.847898837284799
"10169","GO:0042157",0.00737411003159696,0.997161940167022,13,123,"lipoprotein metabolic process","BP",0.85913993554468
"3381","GO:0006984",0.00741203894560788,0.998199554407561,7,42,"ER-nucleus signaling pathway","BP",0.85913993554468
"7802","GO:0031967",0.0074231468810634,0.995023753551197,63,995,"organelle envelope","CC",0.85913993554468
"7806","GO:0031975",0.0074231468810634,0.995023753551197,63,995,"envelope","CC",0.85913993554468
"11606","GO:0045843",0.00763349734290655,0.999458498173459,3,8,"negative regulation of striated muscle tissue development","BP",0.878786079747481
"3784","GO:0008203",0.00771086917182236,0.997027893610659,13,112,"cholesterol metabolic process","BP",0.88051623506399
"7495","GO:0031328",0.00772989348344305,0.99428756303902,113,1550,"positive regulation of cellular biosynthetic process","BP",0.88051623506399
"10170","GO:0042158",0.00786053379200427,0.997241371825893,11,97,"lipoprotein biosynthetic process","BP",0.890709596127478
"12884","GO:0050851",0.00796575957863819,0.99679072190449,14,122,"antigen receptor-mediated signaling pathway","BP",0.897931950835762
"8412","GO:0032937",0.0081106014282109,0.999851915674935,2,3,"SREBP-SCAP-Insig complex","CC",0.909522003682739
"17789","GO:0110165",0.00819330192834512,0.994012377486907,734,13319,"cellular anatomical entity","CC",0.911479783210259
"6671","GO:0021846",0.00821228839467729,0.998322547390956,6,24,"cell proliferation in forebrain","BP",0.911479783210259
"9478","GO:0035609",0.00838329365714448,0.999844239528438,2,3,"C-terminal protein deglutamylation","BP",0.922598641129234
"4426","GO:0009891",0.00841100742075075,0.993749626762549,115,1587,"positive regulation of biosynthetic process","BP",0.922598641129234
"18094","GO:0140666",0.00844035165843868,0.998926625357985,4,15,"annealing activity","MF",0.922598641129234
"19148","GO:1903026",0.008569518775367,0.99977367754021,2,4,"negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding","BP",0.931582588493545
"4604","GO:0010564",0.00860862716345742,0.994507421735736,49,599,"regulation of cell cycle process","BP",0.931582588493545
"4622","GO:0010604",0.00872763408528379,0.99314544439757,185,2756,"positive regulation of macromolecule metabolic process","BP",0.93976211197909
"5332","GO:0015810",0.00890597262470473,0.999300983781061,3,9,"aspartate transmembrane transport","BP",0.954217651071705
"11438","GO:0045540",0.00903237608304771,0.998798859352233,4,17,"regulation of cholesterol biosynthetic process","BP",0.958273115516674
"17664","GO:0106118",0.00903237608304771,0.998798859352233,4,17,"regulation of sterol biosynthetic process","BP",0.958273115516674
"3740","GO:0008134",0.0093998728259756,0.993946729831546,50,597,"transcription factor binding","MF",0.979836740746952
"11624","GO:0045893",0.00942673828701707,0.993133254345961,97,1276,"positive regulation of transcription, DNA-templated","BP",0.979836740746952
"19386","GO:1903508",0.00942673828701707,0.993133254345961,97,1276,"positive regulation of nucleic acid-templated transcription","BP",0.979836740746952
"6065","GO:0018201",0.00944087202014232,0.999813201990649,2,3,"peptidyl-glycine modification","BP",0.979836740746952
"13163","GO:0051298",0.00946199135129663,0.996831898341873,10,69,"centrosome duplication","BP",0.979836740746952
"16235","GO:0080111",0.00966120176115718,0.998290587461398,5,21,"DNA demethylation","BP",0.995701855793928
"20636","GO:1990120",0.00974425823269399,0.999803935790806,2,3,"messenger ribonucleoprotein complex assembly","BP",0.995997590555251
"15619","GO:0071498",0.00980901236049021,0.998696195713279,4,15,"cellular response to fluid shear stress","BP",0.995997590555251
"5848","GO:0016840",0.00983713332900705,0.999150919358433,3,11,"carbon-nitrogen lyase activity","MF",0.995997590555251
"11951","GO:0046605",0.0098859166281278,0.997168230597398,8,50,"regulation of centrosome cycle","BP",0.995997590555251
"3210","GO:0006695",0.00994018756918792,0.997416363859473,7,48,"cholesterol biosynthetic process","BP",0.995997590555251
"18991","GO:1902653",0.00994018756918792,0.997416363859473,7,48,"secondary alcohol biosynthetic process","BP",0.995997590555251
"18999","GO:1902680",0.0100270657244639,0.992677187264832,97,1282,"positive regulation of RNA biosynthetic process","BP",0.997899856926197
"3447","GO:0007099",0.0100513869985635,0.997436147566164,7,38,"centriole replication","BP",0.997899856926197
"10277","GO:0042402",0.0101513096528889,0.999080323058016,3,13,"cellular biogenic amine catabolic process","BP",1
"17200","GO:0098828",0.0102356255143553,0.999238906456981,3,7,"modulation of inhibitory postsynaptic potential","BP",1
"3130","GO:0006596",0.0102599694881784,0.999066810616634,3,13,"polyamine biosynthetic process","BP",1
"4428","GO:0009893",0.0103457173456965,0.991775984926639,200,3036,"positive regulation of metabolic process","BP",1
"18685","GO:1901862",0.0106082940329705,0.998537664237581,4,16,"negative regulation of muscle tissue development","BP",1
"134","GO:0000287",0.0107768064592846,0.9949147317342,18,186,"magnesium ion binding","MF",1
"6784","GO:0022613",0.0107906530163088,0.993975951950401,28,386,"ribonucleoprotein complex biogenesis","BP",1
"9169","GO:0034773",0.0109019116072387,0.999116931098445,3,8,"histone H4-K20 trimethylation","BP",1
"19089","GO:1902930",0.0109989173140899,0.99747769842186,6,36,"regulation of alcohol biosynthetic process","BP",1
"723","GO:0001976",0.0112764905253091,0.999001580247833,3,10,"nervous system process involved in regulation of systemic arterial blood pressure","BP",1
"17955","GO:0140110",0.0115314209648607,0.991420893186836,106,1462,"transcription regulator activity","MF",1
"11782","GO:0046165",0.0115436913974561,0.995499569351305,12,110,"alcohol biosynthetic process","BP",1
"4648","GO:0010637",0.0115459611293938,0.999044383868561,3,8,"negative regulation of mitochondrial fusion","BP",1
"13910","GO:0060306",0.0115928127951797,0.997836907706192,5,22,"regulation of membrane repolarization","BP",1
"11336","GO:0045182",0.0120080271914225,0.99508207799724,13,124,"translation regulator activity","MF",1
"12606","GO:0048742",0.0120348723445363,0.998943133330997,3,9,"regulation of skeletal muscle fiber development","BP",1
"13517","GO:0051984",0.0121018344580757,0.997701985347411,5,23,"positive regulation of chromosome segregation","BP",1
"11612","GO:0045860",0.0121341731224717,0.993358216018876,26,276,"positive regulation of protein kinase activity","BP",1
"7493","GO:0031326",0.0123136413396611,0.990129160285004,208,3172,"regulation of cellular biosynthetic process","BP",1
"17646","GO:0106070",0.0123140561619196,0.998248854496256,4,15,"regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP",1
"5972","GO:0017124",0.0123187466667992,0.994610911113808,15,120,"SH3 domain binding","MF",1
"4112","GO:0009057",0.0124265292430818,0.991047945891786,83,1177,"macromolecule catabolic process","BP",1
"2523","GO:0005635",0.0125295952546781,0.992594922985147,33,386,"nuclear envelope","CC",1
"11198","GO:0044770",0.0125793101339437,0.992272489384238,38,462,"cell cycle phase transition","BP",1
"7517","GO:0031365",0.0125994010967439,0.997542775126228,5,26,"N-terminal protein amino acid modification","BP",1
"3108","GO:0006569",0.012622222387977,0.999526780543656,2,5,"tryptophan catabolic process","BP",1
"10297","GO:0042436",0.012622222387977,0.999526780543656,2,5,"indole-containing compound catabolic process","BP",1
"11798","GO:0046218",0.012622222387977,0.999526780543656,2,5,"indolalkylamine catabolic process","BP",1
