"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj"
"18451","GO:1901362",1.28608566227746e-16,1,1267,3185,"organic cyclic compound biosynthetic process","BP",6.60741819538643e-14
"10857","GO:0043565",2.02287514381322e-16,1,579,1298,"sequence-specific DNA binding","MF",1.01510697333027e-13
"5452","GO:0016070",2.10993070985625e-16,1,1411,3603,"RNA metabolic process","BP",1.03472920130178e-13
"4460","GO:0009987",2.48967280541975e-16,1,4283,12317,"cellular process","BP",1.19382577322994e-13
"4561","GO:0010467",2.5615281123041e-16,1,1820,4821,"gene expression","BP",1.2015794262456e-13
"348","GO:0000977",6.79234546240529e-16,1,485,1068,"RNA polymerase II transcription regulatory region sequence-specific DNA binding","MF",3.11840915718684e-13
"18449","GO:1901360",7.13520128627689e-16,1,1801,4767,"organic cyclic compound metabolic process","BP",3.20757027823506e-13
"2947","GO:0006351",8.50535132851087e-16,1,1102,2714,"transcription, DNA-templated","BP",3.67685681573063e-13
"6205","GO:0019222",8.51992032563405e-16,1,1993,5271,"regulation of metabolic process","BP",3.67685681573063e-13
"16960","GO:0097659",9.5129501887629e-16,1,1103,2718,"nucleic acid-templated transcription","BP",4.02491057202208e-13
"8296","GO:0032774",9.90767715124442e-16,1,1107,2730,"RNA biosynthetic process","BP",4.11130495326062e-13
"3230","GO:0006725",1.09942049431024e-15,1,1745,4604,"cellular aromatic compound metabolic process","BP",4.47609347664648e-13
"11860","GO:0046483",2.05274510841795e-15,1,1728,4560,"heterocycle metabolic process","BP",8.20261739804492e-13
"2830","GO:0006139",2.10203385576211e-15,1,1693,4456,"nucleobase-containing compound metabolic process","BP",8.2468520981154e-13
"6276","GO:0019438",3.01262574962557e-15,1,1223,3083,"aromatic compound biosynthetic process","BP",1.1608292575968e-12
"9071","GO:0034654",3.3207411726393e-15,1,1199,3015,"nucleobase-containing compound biosynthetic process","BP",1.2571044390037e-12
"6040","GO:0018130",3.43856374600076e-15,1,1221,3080,"heterocycle biosynthetic process","BP",1.27926428467594e-12
"4562","GO:0010468",3.98545042483895e-15,1,1477,3796,"regulation of gene expression","BP",1.45759405537584e-12
"11624","GO:0045934",5.69699762861876e-15,1,552,1251,"negative regulation of nucleobase-containing compound metabolic process","BP",2.04883024717226e-12
"351","GO:0000981",6.26975121796661e-15,1,453,1001,"DNA-binding transcription factor activity, RNA polymerase II-specific","MF",2.21784740625055e-12
"1542","GO:0003700",1.88236110131125e-14,1,470,1049,"DNA-binding transcription factor activity","MF",6.55122384582163e-12
"13103","GO:0051253",4.8221863679133e-13,1,497,1134,"negative regulation of RNA metabolic process","BP",1.65163710233068e-10
"2466","GO:0005488",5.86923157988301e-13,1,3705,10514,"binding","MF",1.97884810985493e-10
"17902","GO:0140110",7.11143658352143e-13,1,625,1473,"transcription regulator activity","MF",2.36077813229578e-10
"4599","GO:0010558",8.32712729232201e-13,1,535,1236,"negative regulation of macromolecule biosynthetic process","BP",2.72246595020794e-10
"4425","GO:0009890",1.25644743241321e-12,1,566,1325,"negative regulation of biosynthetic process","BP",4.04651085024064e-10
"352","GO:0000987",1.47269398269682e-12,1,409,914,"cis-regulatory region sequence-specific DNA binding","MF",4.67320452332824e-10
"7481","GO:0031324",3.10043365421252e-12,1,835,2057,"negative regulation of cellular metabolic process","BP",9.69581991168083e-10
"7484","GO:0031327",3.1736221045622e-12,1,550,1286,"negative regulation of cellular biosynthetic process","BP",9.78291682460618e-10
"17737","GO:0110165",4.69355840685038e-12,1,4561,13354,"cellular anatomical entity","CC",1.42644511694391e-09
"6782","GO:0022626",5.50108262809672e-12,1,59,102,"cytosolic ribosome","CC",1.64864390207043e-09
"11592","GO:0045892",7.28357993950845e-12,1,451,1028,"negative regulation of transcription, DNA-templated","BP",2.15294641006457e-09
"18948","GO:1902679",8.47613380000277e-12,1,452,1032,"negative regulation of RNA biosynthetic process","BP",2.43864020181946e-09
"19334","GO:1903507",8.47613380000277e-12,1,452,1032,"negative regulation of nucleic acid-templated transcription","BP",2.43864020181946e-09
"349","GO:0000978",1.0296064618526e-11,1,397,893,"RNA polymerase II cis-regulatory region sequence-specific DNA binding","MF",2.92326950445465e-09
"13063","GO:0051172",1.42609563564251e-11,1,788,1939,"negative regulation of nitrogen compound metabolic process","BP",3.99640150985636e-09
"2647","GO:0005840",1.54367663467627e-11,1,106,220,"ribosome","CC",4.27044287474929e-09
"7796","GO:0031981",4.00855145825297e-11,1,1359,3568,"nuclear lumen","CC",1.09489270083775e-08
"2535","GO:0005654",4.80356317476944e-11,1,1231,3196,"nucleoplasm","CC",1.29564107731469e-08
"11105","GO:0044391",1.41242867266129e-10,0.999999999961347,89,184,"ribosomal subunit","CC",3.7626402344056e-08
"7794","GO:0031974",3.34712352225332e-10,1,1473,3956,"membrane-enclosed lumen","CC",8.59812278133122e-08
"10652","GO:0043233",3.34712352225332e-10,1,1473,3956,"organelle lumen","CC",8.59812278133122e-08
"14798","GO:0070013",3.34712352225332e-10,1,1473,3956,"intracellular organelle lumen","CC",8.59812278133122e-08
"62","GO:0000122",3.64895977712975e-10,1,344,777,"negative regulation of transcription by RNA polymerase II","BP",9.26320636128304e-08
"1557","GO:0003735",1.96354320289668e-09,0.999999999300326,76,158,"structural constituent of ribosome","MF",4.92666688745403e-07
"12816","GO:0050789",4.20749549745825e-09,1,3033,8523,"regulation of biological process","BP",1.04355560740407e-06
"12820","GO:0050794",4.96548000798596e-09,1,2912,8150,"regulation of cellular process","BP",1.21755826832183e-06
"2991","GO:0006412",7.1934797082931e-09,1,259,619,"translation","BP",1.74405511399493e-06
"2576","GO:0005737",7.82816293691526e-09,1,3262,9398,"cytoplasm","CC",1.87684555391953e-06
"10545","GO:0043043",9.75475242029945e-09,1,266,639,"peptide biosynthetic process","BP",2.31305546950793e-06
"2648","GO:0005844",1.06943773293369e-08,0.99999999736082,46,73,"polysome","CC",2.50829645665686e-06
"2640","GO:0005829",1.2131757999836e-08,1,1231,3299,"cytosol","CC",2.81482875398346e-06
"14787","GO:0065007",1.25657697040861e-08,1,3164,8944,"biological regulation","BP",2.88451253909329e-06
"3064","GO:0006518",1.43492198877734e-08,1,318,787,"peptide metabolic process","BP",3.2592364919829e-06
"10647","GO:0043228",1.53522712465232e-08,1,1442,3886,"non-membrane-bounded organelle","CC",3.41516813358224e-06
"10651","GO:0043232",1.53522712465232e-08,1,1442,3886,"intracellular non-membrane-bounded organelle","CC",3.41516813358224e-06
"18514","GO:1901564",1.59913798987817e-08,1,1790,4972,"organonitrogen compound metabolic process","BP",3.52104076995829e-06
"11026","GO:0044260",2.22448266058182e-08,1,1693,4658,"cellular macromolecule metabolic process","BP",4.84847341919541e-06
"9066","GO:0034645",2.30885115536472e-08,1,391,979,"cellular macromolecule biosynthetic process","BP",4.982039023046e-06
"10438","GO:0042788",2.57717184037088e-08,0.999999996740037,25,34,"polysomal ribosome","CC",5.5059617793587e-06
"4624","GO:0010605",2.98303335161631e-08,1,882,2282,"negative regulation of macromolecule metabolic process","BP",6.31057780991929e-06
"6781","GO:0022625",3.6208767277508e-08,0.999999992401641,33,55,"cytosolic large ribosomal subunit","CC",7.585560973923e-06
"4427","GO:0009892",4.12841619306317e-08,1,946,2469,"negative regulation of metabolic process","BP",8.56566967441511e-06
"11030","GO:0044267",5.46804646271422e-08,1,1425,3879,"cellular protein metabolic process","BP",1.12370958640426e-05
"5404","GO:0015934",6.28354128690118e-08,0.999999978368338,57,114,"large ribosomal subunit","CC",1.27911560272409e-05
"1550","GO:0003723",7.39328394466619e-08,1,418,1053,"RNA binding","MF",1.4909558968038e-05
"18516","GO:1901566",1.92892154861256e-07,1,522,1381,"organonitrogen compound biosynthetic process","BP",3.85391381258905e-05
"2565","GO:0005694",2.2297108835096e-07,1,452,1121,"chromosome","CC",4.41400930682296e-05
"6305","GO:0019538",4.30105608194367e-07,0.99999973974745,1554,4278,"protein metabolic process","BP",8.43710801238004e-05
"10876","GO:0043604",4.82714103313261e-07,1,291,733,"amide biosynthetic process","BP",9.38378821738157e-05
"6397","GO:0019843",4.9746543711321e-07,0.999999854999155,41,73,"rRNA binding","MF",9.58420464466862e-05
"848","GO:0002181",6.91487869532889e-07,0.999999764445558,50,93,"cytoplasmic translation","BP",0.000132043586272395
"10875","GO:0043603",8.29190883344095e-07,0.999999651781576,380,988,"cellular amide metabolic process","BP",0.00015694983228771
"404","GO:0001217",9.65885782891348e-07,1,130,272,"DNA-binding transcription repressor activity","MF",0.000181233768897648
"408","GO:0001227",1.06461721592072e-06,1,129,270,"DNA-binding transcription repressor activity, RNA polymerase II-specific","MF",0.000198037157630493
"2572","GO:0005730",1.0938838011248e-06,0.999999547335655,328,810,"nucleolus","CC",0.000201742091116845
"12460","GO:0048523",1.42557789013748e-06,0.999998929394609,1479,4011,"negative regulation of cellular process","BP",0.000260687455198192
"13064","GO:0051173",1.66421070438568e-06,0.999998822291763,942,2468,"positive regulation of nitrogen compound metabolic process","BP",0.000301767551086002
"409","GO:0001228",2.12322687310013e-06,0.99999918803308,178,391,"DNA-binding transcription activator activity, RNA polymerase II-specific","MF",0.000381791578897955
"403","GO:0001216",3.17906027409232e-06,0.999998404314258,179,395,"DNA-binding transcription activator activity","MF",0.000566923657804662
"4426","GO:0009891",3.41599858378347e-06,0.999997557455662,623,1581,"positive regulation of biosynthetic process","BP",0.000602901942193253
"7485","GO:0031328",3.43669194966031e-06,0.99999754712846,610,1545,"positive regulation of cellular biosynthetic process","BP",0.000602901942193253
"5718","GO:0016604",5.67398981437738e-06,0.999996382482478,289,683,"nuclear body","CC",0.000987365743666411
"6783","GO:0022627",5.78609826278438e-06,0.999998620086263,26,45,"cytosolic small ribosomal subunit","CC",0.000998819426514891
"12456","GO:0048519",1.15761275280682e-05,0.999990304946715,1596,4386,"negative regulation of biological process","BP",0.00198245777619568
"4598","GO:0010557",1.25771752867779e-05,0.999990380214337,579,1467,"positive regulation of macromolecule biosynthetic process","BP",0.00213693140423696
"11632","GO:0045944",1.78748379946057e-05,0.999986900498444,405,991,"positive regulation of transcription by RNA polymerase II","BP",0.00301330667380939
"13104","GO:0051254",2.07052136715145e-05,0.999984071856562,558,1408,"positive regulation of RNA metabolic process","BP",0.00346338837677473
"11625","GO:0045935",2.78682807575951e-05,0.999978108934226,624,1600,"positive regulation of nucleobase-containing compound metabolic process","BP",0.00462570586297989
"18949","GO:1902680",2.83912196302142e-05,0.999978292960747,509,1276,"positive regulation of RNA biosynthetic process","BP",0.00467653234489132
"11593","GO:0045893",2.99720316908785e-05,0.999977014165762,507,1270,"positive regulation of transcription, DNA-templated","BP",0.00486268044981786
"19335","GO:1903508",2.99720316908785e-05,0.999977014165762,507,1270,"positive regulation of nucleic acid-templated transcription","BP",0.00486268044981786
"1533","GO:0003682",3.37691200503946e-05,0.999977109325232,247,573,"chromatin binding","MF",0.00543783636154787
"20861","GO:1990904",4.9456667518675e-05,0.999964917318652,263,705,"ribonucleoprotein complex","CC",0.00790500719791088
"7482","GO:0031325",7.99105645043602e-05,0.999933310682555,990,2656,"positive regulation of cellular metabolic process","BP",0.012678751182905
"17077","GO:0098687",0.000108033663538814,0.999932238328771,139,321,"chromosomal region","CC",0.0170156962908068
"277","GO:0000785",0.000120055361962107,0.999915208827868,240,580,"chromatin","CC",0.0187721347856402
"7951","GO:0032268",0.000124875478689187,0.999897819908269,723,1925,"regulation of cellular protein metabolic process","BP",0.0193853458932035
"4623","GO:0010604",0.000127096531809202,0.999893058059375,1019,2751,"positive regulation of macromolecule metabolic process","BP",0.0195892068812782
"5405","GO:0015935",0.000139838832906678,0.999945817908335,35,75,"small ribosomal subunit","CC",0.0214003002585837
"3026","GO:0006464",0.000193973598234771,0.999835521056864,1065,2880,"cellular protein modification process","BP",0.0292696664525167
"9758","GO:0036211",0.000193973598234771,0.999835521056864,1065,2880,"protein modification process","BP",0.0292696664525167
"13096","GO:0051246",0.000213252870668161,0.999823212260432,770,2067,"regulation of protein metabolic process","BP",0.0319553503005388
"10353","GO:0042610",0.000218505754154179,0.999977959087842,11,14,"CD8 receptor binding","MF",0.032516670090613
"7524","GO:0031399",0.000225575581390557,0.999820552841661,501,1293,"regulation of protein modification process","BP",0.0333388348989414
"4428","GO:0009893",0.000233875140681404,0.999800667748108,1109,3025,"positive regulation of metabolic process","BP",0.0343303250722675
"12988","GO:0051053",0.000250866735867347,0.999869833147713,68,139,"negative regulation of DNA metabolic process","BP",0.0365756920712541
"12459","GO:0048522",0.000301152376767522,0.999737203625602,1659,4612,"positive regulation of cellular process","BP",0.0436125233952321
"271","GO:0000775",0.000315496300280409,0.999813066234642,96,217,"chromosome, centromeric region","CC",0.0453851944496711
"11808","GO:0046364",0.000321113897977834,0.999866138408344,40,76,"monosaccharide biosynthetic process","BP",0.045887388679243
"5446","GO:0016054",0.000333319030422766,0.999811654649452,79,182,"organic acid catabolic process","BP",0.0472580890456703
"10763","GO:0043412",0.000335086088793566,0.999713111679053,1119,3051,"macromolecule modification","BP",0.0472580890456703
"3243","GO:0006749",0.000344860140450573,0.999863020287478,34,69,"glutathione metabolic process","BP",0.0483207279911849
"4294","GO:0009309",0.000370595090402685,0.999902416804492,20,33,"amine biosynthetic process","BP",0.0512609029532638
"10241","GO:0042401",0.000370595090402685,0.999902416804492,20,33,"cellular biogenic amine biosynthetic process","BP",0.0512609029532638
"289","GO:0000803",0.000383064916725934,0.999897370238194,22,34,"sex chromosome","CC",0.0524112161802524
"8633","GO:0033554",0.000383769216631749,0.999685475170314,612,1640,"cellular response to stress","BP",0.0524112161802524
"11821","GO:0046395",0.000394095439441427,0.999776554169317,78,180,"carboxylic acid catabolic process","BP",0.0534829647312397
"3103","GO:0006560",0.000410841156985473,0.999981516057048,8,9,"proline metabolic process","BP",0.0554070655339533
"1027","GO:0002486",0.000419369427747999,0.999929940634481,13,19,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","BP",0.0562059224344493
"8042","GO:0032398",0.000531149998467947,0.999942646425745,10,13,"MHC class Ib protein complex","CC",0.0707478683144529
"11888","GO:0046533",0.000553700483121789,1,7,7,"negative regulation of photoreceptor cell differentiation","BP",0.0732990737717912
"2545","GO:0005667",0.000558693918964406,0.999606625314651,187,452,"transcription regulator complex","CC",0.0735091303866705
"7250","GO:0030881",0.000588498463237638,0.999921348993226,11,15,"beta-2-microglobulin binding","MF",0.0769613323620712
"10164","GO:0042255",0.000607512652323945,0.999761491318083,31,62,"ribosome assembly","BP",0.0789693253725667
"11398","GO:0045475",0.000677800870216407,0.999895416057148,14,18,"locomotor rhythm","BP",0.0875783663325128
"17824","GO:0120227",0.000695252831335177,0.999822574229488,18,29,"acyl-CoA binding","MF",0.089298604729467
"3383","GO:0006979",0.000721337062986885,0.999511515442112,144,354,"response to oxidative stress","BP",0.0917567474236899
"6325","GO:0019646",0.000723104070935925,0.999761109072374,22,44,"aerobic electron transport chain","BP",0.0917567474236899
"14855","GO:0070129",0.000727148197675919,0.999828013359769,16,26,"regulation of mitochondrial translation","BP",0.0917567474236899
"8887","GO:0034250",0.000809056143670631,0.999546951595898,70,152,"positive regulation of cellular amide metabolic process","BP",0.101498915512354
"1019","GO:0002476",0.000889086734628315,0.999827038749816,13,20,"antigen processing and presentation of endogenous peptide antigen via MHC class Ib","BP",0.110256974481665
"1025","GO:0002484",0.000889086734628315,0.999827038749816,13,20,"antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway","BP",0.110256974481665
"18637","GO:1901880",0.000907465400302767,0.999616750121849,38,67,"negative regulation of protein depolymerization","BP",0.111893076615618
"6410","GO:0019866",0.000914083969533056,0.999356905660151,160,440,"organelle inner membrane","CC",0.11206877212832
"12573","GO:0048732",0.000952386679561102,0.999352704467517,147,336,"gland development","BP",0.116105083455195
"653","GO:0001890",0.000982047026184954,0.999455991217468,67,141,"placenta development","BP",0.119048374893365
"5720","GO:0016607",0.000997496332673462,0.999330353187933,134,316,"nuclear speck","CC",0.119618161065655
"11887","GO:0046532",0.000997834321615439,0.999947198886094,8,9,"regulation of photoreceptor cell differentiation","BP",0.119618161065655
"11509","GO:0045727",0.00101154980049203,0.999456151889755,60,128,"positive regulation of translation","BP",0.120592384502856
"4386","GO:0009713",0.00106587455906743,0.999799463301958,13,19,"catechol-containing compound biosynthetic process","BP",0.125482472356851
"10256","GO:0042423",0.00106587455906743,0.999799463301958,13,19,"catecholamine biosynthetic process","BP",0.125482472356851
"10606","GO:0043167",0.0010700145942006,0.999056105149471,1580,4385,"ion binding","MF",0.125482472356851
"13187","GO:0051384",0.00108174833595638,0.999575327071189,30,56,"response to glucocorticoid","BP",0.126172786990631
"14756","GO:0062125",0.00115108930383572,0.999675493992171,18,31,"regulation of mitochondrial gene expression","BP",0.133538736549286
"13813","GO:0060211",0.00118113073312825,0.99984132385352,12,15,"regulation of nuclear-transcribed mRNA poly(A) tail shortening","BP",0.136291117430167
"281","GO:0000793",0.00119426011577782,0.999228612657428,109,255,"condensed chromosome","CC",0.136657051694319
"7790","GO:0031966",0.00119696833674234,0.999116646316099,204,566,"mitochondrial membrane","CC",0.136657051694319
"14545","GO:0061614",0.00122005996811225,0.999519718244274,31,55,"miRNA transcription","BP",0.138560284168033
"13097","GO:0051247",0.0012513862672884,0.998983624628297,456,1203,"positive regulation of protein metabolic process","BP",0.141373889400781
"3746","GO:0008137",0.00127666374991804,0.999801257959305,10,15,"NADH dehydrogenase (ubiquinone) activity","MF",0.142242967290328
"12668","GO:0050136",0.00127666374991804,0.999801257959305,10,15,"NADH dehydrogenase (quinone) activity","MF",0.142242967290328
"12498","GO:0048608",0.00127885511420538,0.999113835090685,152,357,"reproductive structure development","BP",0.142242967290328
"11039","GO:0044283",0.00132529228412019,0.999061395977931,162,415,"small molecule biosynthetic process","BP",0.146348383199748
"19022","GO:1902893",0.00132933001701505,0.999482594546933,30,53,"regulation of miRNA transcription","BP",0.146348383199748
"11976","GO:0046703",0.00138611800227058,0.999800933164982,10,14,"natural killer cell lectin-like receptor binding","MF",0.151825656106572
"11842","GO:0046460",0.00143256422249184,0.999516601940248,23,40,"neutral lipid biosynthetic process","BP",0.155336034135321
"11845","GO:0046463",0.00143256422249184,0.999516601940248,23,40,"acylglycerol biosynthetic process","BP",0.155336034135321
"1024","GO:0002483",0.00149697395628266,0.999605079355936,16,27,"antigen processing and presentation of endogenous peptide antigen","BP",0.160704995167498
"6419","GO:0019885",0.00149697395628266,0.999605079355936,16,27,"antigen processing and presentation of endogenous peptide antigen via MHC class I","BP",0.160704995167498
"280","GO:0000792",0.0015173924701246,0.999248347013038,46,93,"heterochromatin","CC",0.162090567922518
"10350","GO:0042605",0.00158977852401487,0.999600504361405,15,25,"peptide antigen binding","MF",0.16898640882361
"984","GO:0002428",0.00161218255767743,0.99964564039654,13,21,"antigen processing and presentation of peptide antigen via MHC class Ib","BP",0.170527819752763
"2577","GO:0005739",0.00163849850197993,0.998627013437204,584,1716,"mitochondrion","CC",0.172465954515722
"17558","GO:0102991",0.00164703883729886,0.999756946333494,10,14,"myristoyl-CoA hydrolase activity","MF",0.172523320539975
"7953","GO:0032270",0.00172458622784295,0.998599732020645,428,1129,"positive regulation of cellular protein metabolic process","BP",0.178810421197425
"2570","GO:0005721",0.00173139537308582,0.999536868592255,17,27,"pericentric heterochromatin","CC",0.178810421197425
"19178","GO:1903202",0.00173192038327287,0.99934557438126,26,48,"negative regulation of oxidative stress-induced cell death","BP",0.178810421197425
"16751","GO:0097193",0.00176623147261533,0.998833443781702,110,268,"intrinsic apoptotic signaling pathway","BP",0.181484489124255
"924","GO:0002320",0.0018025977621939,0.999661451697477,13,18,"lymphoid progenitor cell differentiation","BP",0.184343386315734
"14481","GO:0061458",0.0018502930989167,0.998701347002045,152,360,"reproductive system development","BP",0.187971910782582
"4641","GO:0010628",0.00185550176089952,0.998524585150565,345,910,"positive regulation of gene expression","BP",0.187971910782582
"3891","GO:0008380",0.00191439925386382,0.998648682723871,149,381,"RNA splicing","BP",0.193032276167633
"10657","GO:0043242",0.00193258878448439,0.999094582664759,41,76,"negative regulation of protein-containing complex disassembly","BP",0.19396000368188
"3744","GO:0008134",0.0019471019346387,0.998523558133169,240,597,"transcription factor binding","MF",0.194511877526083
"5453","GO:0016071",0.00199596073748802,0.998466812909032,256,668,"mRNA metabolic process","BP",0.198473920707449
"4695","GO:0010717",0.00205168509876715,0.999041429606215,39,75,"regulation of epithelial to mesenchymal transition","BP",0.202064170936303
"6968","GO:0030219",0.0020524820903436,0.999274275445074,23,41,"megakaryocyte differentiation","BP",0.202064170936303
"18215","GO:1900151",0.00206059803909983,0.999476228724494,17,25,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay","BP",0.202064170936303
"2581","GO:0005743",0.0020831406801498,0.998522079788207,144,403,"mitochondrial inner membrane","CC",0.202064170936303
"12455","GO:0048518",0.00208889094720441,0.998136747753226,1759,4964,"positive regulation of biological process","BP",0.202064170936303
"6439","GO:0019915",0.00209431584505051,0.999052422762891,36,69,"lipid storage","BP",0.202064170936303
"5836","GO:0016830",0.00209761675269867,0.999239734265371,23,43,"carbon-carbon lyase activity","MF",0.202064170936303
"7248","GO:0030879",0.00214652432294265,0.998867350016091,52,105,"mammary gland development","BP",0.205856452624251
"9729","GO:0036124",0.00216881374883948,0.999582022963821,13,18,"histone H3-K9 trimethylation","BP",0.207073730409107
"3104","GO:0006561",0.00226225234607635,1,5,5,"proline biosynthetic process","BP",0.215043529179011
"2578","GO:0005740",0.00232337043788633,0.998236839709505,217,616,"mitochondrial envelope","CC",0.21988459345926
"6779","GO:0022618",0.0023655110561074,0.998601356135895,67,158,"ribonucleoprotein complex assembly","BP",0.222895185889456
"2803","GO:0006094",0.00248051920993792,0.998879662638026,34,67,"gluconeogenesis","BP",0.232715841356698
"2954","GO:0006359",0.00250840094888797,0.999405310367977,15,22,"regulation of transcription by RNA polymerase III","BP",0.233131142095075
"3411","GO:0007026",0.00251102636639728,0.999224611973987,21,32,"negative regulation of microtubule depolymerization","BP",0.233131142095075
"1646","GO:0003955",0.00251735824025176,0.999482502344902,11,18,"NAD(P)H dehydrogenase (quinone) activity","MF",0.233131142095075
"13008","GO:0051093",0.00255334526474434,0.997999549610304,290,740,"negative regulation of developmental process","BP",0.23545335095151
"12987","GO:0051052",0.00257910982336787,0.998102285122701,185,458,"regulation of DNA metabolic process","BP",0.236327074712311
"12472","GO:0048545",0.00258472470257231,0.998417835853854,78,174,"response to steroid hormone","BP",0.236327074712311
"5737","GO:0016645",0.00260317921965645,0.999305398271688,15,25,"oxidoreductase activity, acting on the CH-NH group of donors","MF",0.23701013165294
"7791","GO:0031967",0.00270262638013836,0.997822103088934,351,986,"organelle envelope","CC",0.244005322303873
"7795","GO:0031975",0.00270262638013836,0.997822103088934,351,986,"envelope","CC",0.244005322303873
"3175","GO:0006651",0.00273011906665223,0.999837712784907,7,8,"diacylglycerol biosynthetic process","BP",0.244978635184863
