"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj"
"17307","GO:0099087",0.0107999731439202,1,1,1,"anterograde axonal transport of messenger ribonucleoprotein complex","BP",1
"17308","GO:0099088",0.0107999731439202,1,1,1,"axonal transport of messenger ribonucleoprotein complex","BP",1
"19460","GO:1903770",0.0107999731439202,1,1,1,"negative regulation of beta-galactosidase activity","BP",1
"4091","GO:0008941",0.0108473346708982,1,1,1,"nitric oxide dioxygenase activity","MF",1
"5762","GO:0016708",0.0108473346708982,1,1,1,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of two atoms of oxygen into one donor","MF",1
"10892","GO:0043602",0.0108473346708982,1,1,1,"nitrate catabolic process","BP",1
"11782","GO:0046210",0.0108473346708982,1,1,1,"nitric oxide catabolic process","BP",1
"12240","GO:0047726",0.0108473346708982,1,1,1,"iron-cytochrome-c reductase activity","MF",1
"16498","GO:0090345",0.0108473346708982,1,1,1,"cellular organohalogen metabolic process","BP",1
"16499","GO:0090346",0.0108473346708982,1,1,1,"cellular organofluorine metabolic process","BP",1
"1415","GO:0003208",0.0109389180938322,0.99829235422596,4,58,"cardiac ventricle morphogenesis","BP",1
"13673","GO:0055107",0.0109400270344131,1,1,1,"Golgi to secretory granule transport","BP",1
"1481","GO:0003336",0.0110455399354666,1,1,1,"corneocyte desquamation","BP",1
"20419","GO:1905715",0.0110455399354666,1,1,1,"regulation of cornification","BP",1
"20420","GO:1905716",0.0110455399354666,1,1,1,"negative regulation of cornification","BP",1
"11218","GO:0044855",0.0110985347835281,1,1,1,"plasma membrane raft distribution","BP",1
"11219","GO:0044856",0.0110985347835281,1,1,1,"plasma membrane raft localization","BP",1
"11221","GO:0044858",0.0110985347835281,1,1,1,"plasma membrane raft polarization","BP",1
"19528","GO:1903906",0.0110985347835281,1,1,1,"regulation of plasma membrane raft polarization","BP",1
"7466","GO:0031301",0.011245291703187,0.996000384441387,10,326,"integral component of organelle membrane","CC",1
"12629","GO:0048845",0.0112486881755901,0.999507219045492,2,10,"venous blood vessel morphogenesis","BP",1
"14749","GO:0062101",0.0116511019370853,1,1,1,"peptidyl-aspartic acid 3-dioxygenase activity","MF",1
"7198","GO:0030695",0.0117387133082421,0.995159008235036,13,382,"GTPase regulator activity","MF",1
"14091","GO:0060589",0.0117387133082421,0.995159008235036,13,382,"nucleoside-triphosphatase regulator activity","MF",1
"14397","GO:0061179",0.0117407607397797,0.999451503045911,2,13,"negative regulation of insulin secretion involved in cellular response to glucose stimulus","BP",1
"2051","GO:0004666",0.0117486068571962,1,1,1,"prostaglandin-endoperoxide synthase activity","MF",1
"4683","GO:0010700",0.0117486068571962,1,1,1,"negative regulation of norepinephrine secretion","BP",1
"14596","GO:0061702",0.0117982382786164,0.999481173836009,2,9,"inflammasome complex","CC",1
"7941","GO:0032233",0.0119152483901639,0.998092935689472,4,58,"positive regulation of actin filament bundle assembly","BP",1
"13976","GO:0060415",0.0121318891468363,0.998045361438215,4,60,"muscle tissue morphogenesis","BP",1
"4869","GO:0010951",0.0123019329054984,0.99742948129977,5,104,"negative regulation of endopeptidase activity","BP",1
"12395","GO:0048284",0.0123460952472643,0.996935071620186,6,132,"organelle fusion","BP",1
"1430","GO:0003230",0.0123809432390323,0.998671590328179,3,31,"cardiac atrium development","BP",1
"19843","GO:1904530",0.0125181762988417,1,1,1,"negative regulation of actin filament binding","BP",1
"19895","GO:1904617",0.0125181762988417,1,1,1,"negative regulation of actin binding","BP",1
"18658","GO:1901987",0.0127723964686691,0.995111651094612,11,354,"regulation of cell cycle phase transition","BP",1
"8455","GO:0033002",0.0133272523044293,0.99579143260422,8,206,"muscle cell proliferation","BP",1
"12587","GO:0048738",0.0134175956301076,0.995757486731351,8,207,"cardiac muscle tissue development","BP",1
"10620","GO:0043154",0.0136374145286738,0.997715679744031,4,68,"negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","BP",1
"9291","GO:0035265",0.0137644640965611,0.996035507129259,7,164,"organ growth","BP",1
"19417","GO:1903697",0.0138211672931639,1,1,1,"negative regulation of microvillus assembly","BP",1
"19803","GO:1904441",0.0138211672931639,1,1,1,"regulation of thyroid gland epithelial cell proliferation","BP",1
"19804","GO:1904442",0.0138211672931639,1,1,1,"negative regulation of thyroid gland epithelial cell proliferation","BP",1
"20797","GO:1990789",0.0138211672931639,1,1,1,"thyroid gland epithelial cell proliferation","BP",1
"20798","GO:1990790",0.0138211672931639,1,1,1,"response to glial cell derived neurotrophic factor","BP",1
"20800","GO:1990792",0.0138211672931639,1,1,1,"cellular response to glial cell derived neurotrophic factor","BP",1
"14939","GO:0070269",0.0140091125651892,0.999281989034044,2,13,"pyroptosis","BP",1
"20936","GO:2000116",0.014455139016869,0.995786850713501,7,187,"regulation of cysteine-type endopeptidase activity","BP",1
"6624","GO:0021768",0.0146012230163317,1,1,1,"nucleus accumbens development","BP",1
"13804","GO:0060166",0.0146012230163317,1,1,1,"olfactory pit development","BP",1
"3338","GO:0006906",0.014606589334616,0.996819967584926,5,98,"vesicle fusion","BP",1
"7351","GO:0031076",0.014796476538999,0.998300428907659,3,32,"embryonic camera-type eye development","BP",1
"10965","GO:0043951",0.0149481418485884,0.999216156184226,2,12,"negative regulation of cAMP-mediated signaling","BP",1
"20526","GO:1990005",0.0150345761387801,0.999943331690341,1,2,"granular vesicle","CC",1
"14315","GO:0061024",0.0151366140260043,0.992911882426329,16,620,"membrane organization","BP",1
"15197","GO:0070730",0.0151743584791225,1,1,1,"cAMP transport","BP",1
"15198","GO:0070731",0.0151743584791225,1,1,1,"cGMP transport","BP",1
"12764","GO:0050661",0.0152032895634337,0.998215944757029,3,39,"NADP binding","MF",1
"9618","GO:0035869",0.0153067406984826,0.997348526107101,4,67,"ciliary transition zone","CC",1
"6777","GO:0022607",0.0156288060187709,0.990045256251273,46,2355,"cellular component assembly","BP",1
"5942","GO:0017065",0.0158981620709272,1,1,1,"single-strand selective uracil DNA N-glycosylase activity","MF",1
"7465","GO:0031300",0.0160894086034524,0.993951560821747,10,344,"intrinsic component of organelle membrane","CC",1
"13003","GO:0051057",0.0160957193968423,0.997185060343883,4,58,"positive regulation of small GTPase mediated signal transduction","BP",1
"7497","GO:0031340",0.0162440251627073,0.999110009513578,2,12,"positive regulation of vesicle fusion","BP",1
"12529","GO:0048644",0.0162996094944789,0.997124921509831,4,66,"muscle organ morphogenesis","BP",1
"11323","GO:0045184",0.0164293636308879,0.990370488398445,31,1468,"establishment of protein localization","BP",1
"20319","GO:1905475",0.0164400095082625,0.995092633147351,7,172,"regulation of protein localization to membrane","BP",1
"3538","GO:0007264",0.0165283383325705,0.993139135678907,12,370,"small GTPase mediated signal transduction","BP",1
"5439","GO:0016045",0.0165707191958235,0.99908250788301,2,12,"detection of bacterium","BP",1
"17003","GO:0098543",0.0165707191958235,0.99908250788301,2,12,"detection of other organism","BP",1
"13903","GO:0060325",0.0167431250458634,0.997978554811426,3,34,"face morphogenesis","BP",1
"4073","GO:0008832",0.016756169445258,1,1,1,"dGTPase activity","MF",1
"5815","GO:0016793",0.016756169445258,1,1,1,"triphosphoric monoester hydrolase activity","MF",1
"8167","GO:0032560",0.016756169445258,1,1,1,"guanyl deoxyribonucleotide binding","MF",1
"8170","GO:0032567",0.016756169445258,1,1,1,"dGTP binding","MF",1
"13221","GO:0051435",0.0167618922382203,1,1,1,"BH4 domain binding","MF",1
"16407","GO:0090216",0.0169600729228633,1,1,1,"positive regulation of 1-phosphatidylinositol-4-phosphate 5-kinase activity","BP",1
"13518","GO:0052548",0.0169705519162333,0.994390430305315,8,243,"regulation of endopeptidase activity","BP",1
"20937","GO:2000117",0.017031639935343,0.996947538859389,4,72,"negative regulation of cysteine-type endopeptidase activity","BP",1
"16377","GO:0090174",0.0171378438472891,0.996112493946712,5,102,"organelle membrane fusion","BP",1
"7112","GO:0030513",0.0171848976938735,0.997908655107693,3,33,"positive regulation of BMP signaling pathway","BP",1
"19722","GO:1904290",0.018908588502638,1,1,1,"negative regulation of mitotic DNA damage checkpoint","BP",1
"18976","GO:1902806",0.019229621884532,0.994728131508225,6,147,"regulation of cell cycle G1/S phase transition","BP",1
"15011","GO:0070402",0.019267482332514,0.998802414859422,2,16,"NADPH binding","MF",1
"4889","GO:0010977",0.0193019518006643,0.994712755520956,6,135,"negative regulation of neuron projection development","BP",1
"11914","GO:0046551",0.0194457228281353,1,1,1,"retinal cone cell fate commitment","BP",1
"13837","GO:0060222",0.0194457228281353,1,1,1,"regulation of retinal cone cell fate commitment","BP",1
"13838","GO:0060223",0.0194457228281353,1,1,1,"retinal rod cell fate commitment","BP",1
"13839","GO:0060226",0.0194457228281353,1,1,1,"negative regulation of retinal cone cell fate commitment","BP",1
"18999","GO:1902870",0.0194457228281353,1,1,1,"negative regulation of amacrine cell differentiation","BP",1
"16868","GO:0097473",0.0196142812204388,1,1,1,"retinal rod cell apoptotic process","BP",1
"16689","GO:0097110",0.0196992140934945,0.996327001037173,4,64,"scaffold protein binding","MF",1
"6859","GO:0030038",0.0198259896436075,0.995338641066587,5,98,"contractile actin filament bundle assembly","BP",1
"10617","GO:0043149",0.0198259896436075,0.995338641066587,5,98,"stress fiber assembly","BP",1
"7939","GO:0032231",0.019848166694923,0.995330883524527,5,99,"regulation of actin filament bundle assembly","BP",1
"17326","GO:0099140",0.0199791367875847,1,1,1,"presynaptic actin cytoskeleton organization","BP",1
"17359","GO:0099187",0.0199791367875847,1,1,1,"presynaptic cytoskeleton organization","BP",1
"20459","GO:1905833",0.0199791367875847,1,1,1,"negative regulation of microtubule nucleation","BP",1
"14313","GO:0061015",0.0200114026446921,0.999899350120008,1,2,"snRNA import into nucleus","BP",1
"16188","GO:0080090",0.0201627502245064,0.985921985190578,80,4545,"regulation of primary metabolic process","BP",1
"4756","GO:0010804",0.0201731566318538,0.998715195174816,2,16,"negative regulation of tumor necrosis factor-mediated signaling pathway","BP",1
"19788","GO:1904424",0.0202113824548233,0.998720426577893,2,15,"regulation of GTP binding","BP",1
"1325","GO:0003017",0.0202519560963366,1,1,1,"lymph circulation","BP",1
"1884","GO:0004420",0.0202685291615682,1,1,1,"hydroxymethylglutaryl-CoA reductase (NADPH) activity","MF",1
"13002","GO:0051056",0.0205689085253389,0.992979482694702,8,199,"regulation of small GTPase mediated signal transduction","BP",1
"3017","GO:0006447",0.020581511119232,1,1,1,"regulation of translational initiation by iron","BP",1
"11675","GO:0045994",0.020581511119232,1,1,1,"positive regulation of translational initiation by iron","BP",1
"5213","GO:0015369",0.0206064080706963,1,1,1,"calcium:proton antiporter activity","MF",1
"6502","GO:0021528",0.020619409218249,1,1,1,"commissural neuron differentiation in spinal cord","BP",1
"3459","GO:0007131",0.0206826263948042,0.997263549508699,3,43,"reciprocal meiotic recombination","BP",1
"18000","GO:0140527",0.0206826263948042,0.997263549508699,3,43,"reciprocal homologous recombination","BP",1
"10450","GO:0042772",0.0206894728584999,0.998642690182175,2,19,"DNA damage response, signal transduction resulting in transcription","BP",1
"9797","GO:0036269",0.0206985030257242,1,1,1,"swimming behavior","BP",1
"16584","GO:0090648",0.0206985030257242,1,1,1,"response to environmental enrichment","BP",1
"9122","GO:0034699",0.0206985030257252,1,1,1,"response to luteinizing hormone","BP",1
"14850","GO:0070123",0.0206985030257252,1,1,1,"transforming growth factor beta receptor activity, type III","MF",1
"7835","GO:0032034",0.0206985030257252,1,1,1,"myosin II head/neck binding","MF",1
"7837","GO:0032038",0.0206985030257252,1,1,1,"myosin II heavy chain binding","MF",1
"2863","GO:0006198",0.0206985030257347,1,1,1,"cAMP catabolic process","BP",1
"1516","GO:0003408",0.0206985030257505,1,1,1,"optic cup formation involved in camera-type eye development","BP",1
"15277","GO:0070898",0.0206985030258042,1,1,1,"RNA polymerase III preinitiation complex assembly","BP",1
"6710","GO:0021935",0.0206985030258494,1,1,1,"cerebellar granule cell precursor tangential migration","BP",1
"5199","GO:0015299",0.0208096952103451,0.998685191767044,2,13,"solute:proton antiporter activity","MF",1
"13167","GO:0051336",0.0208251144638262,0.989421596193127,18,724,"regulation of hydrolase activity","BP",1
"11185","GO:0044773",0.0212307648532515,0.995931976209154,4,74,"mitotic DNA damage checkpoint signaling","BP",1
"19846","GO:1904534",0.0212977876757036,0.999885919275059,1,2,"negative regulation of telomeric loop disassembly","BP",1
"20442","GO:1905777",0.0212977876757036,0.999885919275059,1,2,"regulation of exonuclease activity","BP",1
"20443","GO:1905778",0.0212977876757036,0.999885919275059,1,2,"negative regulation of exonuclease activity","BP",1
"20462","GO:1905838",0.0212977876757036,0.999885919275059,1,2,"regulation of telomeric D-loop disassembly","BP",1
"20463","GO:1905839",0.0212977876757036,0.999885919275059,1,2,"negative regulation of telomeric D-loop disassembly","BP",1
"12463","GO:0048513",0.0213270848480532,0.985842206374477,52,2691,"animal organ development","BP",1
"9595","GO:0035825",0.0217141241447361,0.997070786294006,3,44,"homologous recombination","BP",1
"13679","GO:0055119",0.0219084800417564,0.998563836655987,2,14,"relaxation of cardiac muscle","BP",1
"13079","GO:0051179",0.0219399431496512,0.98453469220686,85,4870,"localization","BP",1
"7978","GO:0032298",0.0220165291748721,0.999878044777136,1,2,"positive regulation of DNA-templated DNA replication initiation","BP",1
"4973","GO:0014706",0.0221870508189302,0.99230665661029,8,225,"striated muscle tissue development","BP",1
"5032","GO:0014859",0.0222611115775586,0.999875304536986,1,2,"negative regulation of skeletal muscle cell proliferation","BP",1
"18948","GO:1902723",0.0222611115775586,0.999875304536986,1,2,"negative regulation of skeletal muscle satellite cell proliferation","BP",1
"10376","GO:0042611",0.0223347036565854,0.998451465957532,2,23,"MHC protein complex","CC",1
"7053","GO:0030336",0.0223752726919929,0.99222644027084,8,231,"negative regulation of cell migration","BP",1
"12502","GO:0048589",0.0225488699764266,0.988683325273963,17,647,"developmental growth","BP",1
"10172","GO:0042177",0.0226791445455822,0.994465122838528,5,111,"negative regulation of protein catabolic process","BP",1
"3922","GO:0008432",0.0226989589683363,0.998460717298891,2,16,"JUN kinase binding","MF",1
"17416","GO:0099558",0.0227281241342965,0.99848064823864,2,14,"maintenance of synapse structure","BP",1
"15827","GO:0071929",0.0227341040825811,0.999869917876279,1,2,"alpha-tubulin acetylation","BP",1
"10584","GO:0043087",0.0229428043833976,0.990895731236092,10,294,"regulation of GTPase activity","BP",1
"13618","GO:0055010",0.02301301230664,0.996836729970683,3,41,"ventricular cardiac muscle tissue morphogenesis","BP",1
"16707","GO:0097135",0.0230197380463672,0.999866609133289,1,2,"cyclin E2-CDK2 complex","CC",1
"5088","GO:0015085",0.0230986458979878,0.994353036468089,5,98,"calcium ion transmembrane transporter activity","MF",1
"5438","GO:0016043",0.0237159641244004,0.983184157952586,87,4992,"cellular component organization","BP",1
"242","GO:0000703",0.0237623181738179,0.999857810388646,1,2,"oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity","MF",1
"1524","GO:0003420",0.0240169161109066,0.999854728206178,1,2,"regulation of growth plate cartilage chondrocyte proliferation","BP",1
"8705","GO:0033673",0.0240468267954628,0.992237003969752,7,197,"negative regulation of kinase activity","BP",1
"17319","GO:0099111",0.0241112905100606,0.992216870296168,7,189,"microtubule-based transport","BP",1
"7313","GO:0031005",0.0242934999004751,0.998291816418126,2,16,"filamin binding","MF",1
"1025","GO:0002478",0.024320582301255,0.998241027910804,2,22,"antigen processing and presentation of exogenous peptide antigen","BP",1
"5674","GO:0016528",0.0245867100840807,0.995074957413112,4,74,"sarcoplasm","CC",1
"16874","GO:0097484",0.0246190399034116,0.99654107937302,3,38,"dendrite extension","BP",1
"19455","GO:1903765",0.024657714760866,0.999846822534602,1,2,"negative regulation of potassium ion export across plasma membrane","BP",1
"13901","GO:0060323",0.0247164714905625,0.996513244886134,3,40,"head morphogenesis","BP",1
"2569","GO:0005713",0.0247265495056296,0.999845960689686,1,2,"recombination nodule","CC",1
"11186","GO:0044774",0.0249287232158548,0.994977742040764,4,78,"mitotic DNA integrity checkpoint signaling","BP",1
"3404","GO:0007017",0.0249831763161988,0.986805735126062,19,797,"microtubule-based process","BP",1
"12335","GO:0048148",0.0251224052120642,0.998201565605139,2,16,"behavioral response to cocaine","BP",1
"3477","GO:0007165",0.0251395955510185,0.982459142317373,70,3884,"signal transduction","BP",1
"12751","GO:0050613",0.0252661634144464,0.999839119606351,1,2,"delta14-sterol reductase activity","MF",1
"14926","GO:0070252",0.0253774699479861,0.994880883548173,4,68,"actin-mediated cell contraction","BP",1
"14232","GO:0060841",0.0258357674845031,0.998135536364906,2,15,"venous blood vessel development","BP",1
"14057","GO:0060537",0.0261240280091791,0.988881129133845,11,375,"muscle tissue development","BP",1
"3723","GO:0008104",0.0263694572005969,0.98280434578693,43,2205,"protein localization","BP",1
"11636","GO:0045930",0.0264845736832005,0.991276817580941,7,202,"negative regulation of mitotic cell cycle","BP",1
"4648","GO:0010639",0.0265924620591334,0.989177455040254,10,336,"negative regulation of organelle organization","BP",1
"11709","GO:0046061",0.0269403032280576,0.999816936378564,1,2,"dATP catabolic process","BP",1
"19026","GO:1902937",0.0269493977651816,0.999816811905803,1,2,"inward rectifier potassium channel complex","CC",1
"17747","GO:0120025",0.0269973208197997,0.982687124702862,39,1920,"plasma membrane bounded cell projection","CC",1
"13224","GO:0051444",0.0271768397050444,0.997914274257001,2,22,"negative regulation of ubiquitin-protein transferase activity","BP",1
"4559","GO:0010466",0.0274580212330372,0.992936259945188,5,131,"negative regulation of peptidase activity","BP",1
"13073","GO:0051171",0.0275311663626437,0.980505503478922,77,4404,"regulation of nitrogen compound metabolic process","BP",1
"9333","GO:0035351",0.027535793675286,0.999808695614076,1,2,"heme transmembrane transport","BP",1
"11146","GO:0044565",0.0278351549957501,0.999804483362496,1,2,"dendritic cell proliferation","BP",1
"10703","GO:0043281",0.0279041777592329,0.991661303132393,6,168,"regulation of cysteine-type endopeptidase activity involved in apoptotic process","BP",1
"3213","GO:0006695",0.0279053329092746,0.99584361255072,3,48,"cholesterol biosynthetic process","BP",1
"18924","GO:1902653",0.0279053329092746,0.99584361255072,3,48,"secondary alcohol biosynthetic process","BP",1
"20951","GO:2000146",0.0279081725651811,0.989889945529528,8,243,"negative regulation of cell motility","BP",1
"11064","GO:0044297",0.0279223796378188,0.985629090409808,17,671,"cell body","CC",1
"6157","GO:0019075",0.0284630137034564,0.999795497725655,1,2,"virus maturation","BP",1
"1431","GO:0003231",0.0286652649941289,0.992563319187593,5,114,"cardiac ventricle development","BP",1
"4549","GO:0010453",0.0287918359321239,0.997746705332319,2,19,"regulation of cell fate commitment","BP",1
"1413","GO:0003206",0.0288450932017345,0.992499027248547,5,118,"cardiac chamber morphogenesis","BP",1
"10448","GO:0042770",0.0288678901905688,0.991313828443212,6,159,"signal transduction in response to DNA damage","BP",1
"17017","GO:0098581",0.0291056398713352,0.997731658445457,2,17,"detection of external biotic stimulus","BP",1
"10857","GO:0043543",0.0291749767461884,0.98934004451523,8,247,"protein acylation","BP",1
"6042","GO:0018120",0.0294026918173274,0.999709373133181,1,3,"peptidyl-arginine ADP-ribosylation","BP",1
"17642","GO:0106274",0.0294026918173274,0.999709373133181,1,3,"NAD+-protein-arginine ADP-ribosyltransferase activity","MF",1
"7644","GO:0031627",0.0294648088854646,0.999780736131924,1,2,"telomeric loop formation","BP",1
"20740","GO:1990698",0.0295155841213596,0.999779974048166,1,2,"palmitoleoyltransferase activity","MF",1
"21264","GO:2000631",0.0296295583353631,0.999778258525338,1,2,"regulation of pre-miRNA processing","BP",1
"21265","GO:2000632",0.0296295583353631,0.999778258525338,1,2,"negative regulation of pre-miRNA processing","BP",1
