"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","padj"
"2438","GO:0005515",2.92831103601119e-12,1,565,7160,"protein binding","MF",3.29650761838123e-09
"10559","GO:0043228",3.92661225383882e-12,1,331,3749,"non-membrane-bounded organelle","CC",3.99934807130278e-09
"10563","GO:0043232",3.92661225383882e-12,1,331,3749,"intracellular non-membrane-bounded organelle","CC",3.99934807130278e-09
"2495","GO:0005654",5.28727327469869e-12,1,288,3097,"nucleoplasm","CC",5.1404312760241e-09
"1500","GO:0003676",1.42631188589144e-11,1,263,2789,"nucleic acid binding","MF",1.32640804031878e-08
"4412","GO:0009987",1.57099650370397e-11,1,824,11808,"cellular process","BP",1.40008517573851e-08
"8990","GO:0034641",2.46762255182979e-11,1,405,4935,"cellular nitrogen compound metabolic process","BP",2.1111991504435e-08
"10519","GO:0043168",4.73751236947904e-11,1,201,1937,"anion binding","MF",3.89733277195335e-08
"19061","GO:1903311",5.90293371641622e-11,1,49,267,"regulation of mRNA metabolic process","BP",4.67276450328288e-08
"2935","GO:0006396",6.11704175473003e-11,1,97,813,"RNA processing","BP",4.67276450328288e-08
"10938","GO:0044260",7.47873253708232e-11,1,375,4480,"cellular macromolecule metabolic process","BP",5.51595207709151e-08
"3235","GO:0006807",1.10074563874595e-10,1,555,7265,"nitrogen compound metabolic process","BP",7.84794948904574e-08
"1526","GO:0003729",1.15629176153978e-10,1,50,292,"mRNA binding","MF",7.97804015728208e-08
"82","GO:0000166",2.21665969369915e-10,1,185,1779,"nucleotide binding","MF",1.4367313390464e-07
"18252","GO:1901265",2.21665969369915e-10,1,185,1779,"nucleoside phosphate binding","MF",1.4367313390464e-07
"5890","GO:0017076",2.80850848796983e-10,1,170,1576,"purine nucleotide binding","MF",1.76679964850549e-07
"10521","GO:0043170",3.88768697539209e-10,1,538,7013,"macromolecule metabolic process","BP",2.32250593620855e-07
"10942","GO:0044267",3.90902864572948e-10,1,320,3731,"cellular protein metabolic process","BP",2.32250593620855e-07
"9635","GO:0036094",4.1012136338614e-10,1,201,2015,"small molecule binding","MF",2.37083401120707e-07
"8080","GO:0032555",5.05853163382626e-10,1,168,1562,"purine ribonucleotide binding","MF",2.81135757798098e-07
"15652","GO:0071840",5.1824270867153e-10,1,416,5035,"cellular component organization or biogenesis","BP",2.81135757798098e-07
"8078","GO:0032553",5.25757647011263e-10,1,169,1576,"ribonucleotide binding","MF",2.81135757798098e-07
"17585","GO:0110165",5.39493758432083e-10,1,866,12769,"cellular anatomical entity","CC",2.81444682904971e-07
"12191","GO:0048024",7.75138590411442e-10,0.99999999986546,25,93,"regulation of mRNA splicing, via spliceosome","BP",3.94748555007389e-07
"9391","GO:0035639",8.69778742105696e-10,1,162,1496,"purine ribonucleoside triphosphate binding","MF",4.31669874764827e-07
"10928","GO:0044237",8.88001986518882e-10,1,584,7850,"cellular metabolic process","BP",4.31669874764827e-07
"15587","GO:0071704",1.4834180870965e-09,1,600,8139,"organic substance metabolic process","BP",7.05085099220159e-07
"17849","GO:0140513",1.90769092784989e-09,1,125,1161,"nuclear protein-containing complex","CC",8.86760078255284e-07
"10929","GO:0044238",1.94855877684784e-09,1,573,7671,"primary metabolic process","BP",8.86760078255284e-07
"11769","GO:0046483",3.74009767938932e-09,1,362,4401,"heterocycle metabolic process","BP",1.66660310967621e-06
"2790","GO:0006139",4.51299564674351e-09,1,355,4298,"nucleobase-containing compound metabolic process","BP",1.96996865077953e-06
"10704","GO:0043484",4.73952391597563e-09,0.999999998883582,30,141,"regulation of RNA splicing","BP",2.02747354077606e-06
"7074","GO:0030554",6.46238659346553e-09,1,143,1288,"adenyl nucleotide binding","MF",2.7102742519144e-06
"3190","GO:0006725",1.07057518229563e-08,1,362,4443,"cellular aromatic compound metabolic process","BP",4.40356395656178e-06
"8084","GO:0032559",1.21910748444554e-08,1,141,1275,"adenyl ribonucleotide binding","MF",4.91990377071806e-06
"16339","GO:0090304",1.45208756399285e-08,1,331,3958,"nucleic acid metabolic process","BP",5.7456540592934e-06
"10788","GO:0043604",1.47744622591583e-08,1,76,688,"amide biosynthetic process","BP",5.7456540592934e-06
"12361","GO:0048522",1.96333789719685e-08,1,368,4467,"positive regulation of cellular process","BP",7.49889897913276e-06
"18286","GO:1901360",2.14494506541103e-08,1,370,4597,"organic cyclic compound metabolic process","BP",8.04881228141692e-06
"6718","GO:0022613",2.2925684307578e-08,1,50,386,"ribonucleoprotein complex biogenesis","BP",8.45443899404802e-06
"12671","GO:0050684",2.34029767920192e-08,0.999999994356801,28,129,"regulation of mRNA processing","BP",8.48417407804233e-06
"2949","GO:0006412",2.40693227013128e-08,1,66,581,"translation","BP",8.53081984095726e-06
"5403","GO:0016071",2.4329328640815e-08,1,77,637,"mRNA metabolic process","BP",8.53081984095726e-06
"6373","GO:0019899",2.60295706570002e-08,1,186,1914,"enzyme binding","MF",8.97978204488027e-06
"2446","GO:0005524",2.67441793894549e-08,1,135,1215,"ATP binding","MF",9.07986115811192e-06
"10459","GO:0043043",3.29873288109425e-08,1,67,597,"peptide biosynthetic process","BP",1.10244683740195e-05
"3349","GO:0006996",3.4270552365583e-08,1,276,3188,"organelle organization","BP",1.12771206853455e-05
"12964","GO:0051171",3.6948079075519e-08,1,355,4292,"regulation of nitrogen compound metabolic process","BP",1.19739767173678e-05
"16684","GO:0097367",5.09085514768979e-08,1,176,1786,"carbohydrate derivative binding","MF",1.62519851871548e-05
"3709","GO:0008152",5.20006395954578e-08,1,611,8498,"metabolic process","BP",1.6356495298636e-05
"12998","GO:0051246",6.72379282713894e-08,1,186,2000,"regulation of protein metabolic process","BP",2.08427833014021e-05
"3844","GO:0008380",7.15103010304365e-08,1,49,363,"RNA splicing","BP",2.18504832677144e-05
"7878","GO:0032268",8.0618953208762e-08,1,175,1859,"regulation of cellular protein metabolic process","BP",2.42867435236931e-05
"6250","GO:0019538",8.4316131435621e-08,1,333,4113,"protein metabolic process","BP",2.50477463232847e-05
"4513","GO:0010467",1.1109900514512e-07,1,364,4615,"gene expression","BP",3.23184851940249e-05
"5388","GO:0016043",1.1181298351292e-07,1,391,4849,"cellular component organization","BP",3.23184851940249e-05
"16059","GO:0080090",1.15626701596561e-07,1,361,4426,"regulation of primary metabolic process","BP",3.29751936059847e-05
"5402","GO:0016070",1.39565237102523e-07,1,292,3474,"RNA metabolic process","BP",3.87951573453009e-05
"5906","GO:0017111",1.39661840927026e-07,1,62,482,"nucleoside-triphosphatase activity","MF",3.87951573453009e-05
"10901","GO:0044085",2.07707135759216e-07,1,218,2518,"cellular component biogenesis","BP",5.69570247019727e-05
"5775","GO:0016818",2.23411627783634e-07,1,66,540,"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","MF",6.04879912235967e-05
"18350","GO:1901564",2.29891189320898e-07,1,371,4782,"organonitrogen compound metabolic process","BP",6.14642831048085e-05
"5774","GO:0016817",2.36756092617433e-07,1,66,541,"hydrolase activity, acting on acid anhydrides","MF",6.25182230246207e-05
"5592","GO:0016462",2.4886893886848e-07,1,65,531,"pyrophosphatase activity","MF",6.49153382129015e-05
"12357","GO:0048518",2.91578465739875e-07,1,382,4800,"positive regulation of biological process","BP",7.51394193218095e-05
"4577","GO:0010608",3.03835268324848e-07,1,58,466,"post-transcriptional regulation of gene expression","BP",7.73658637404783e-05
"2936","GO:0006397",3.29086635474431e-07,1,54,423,"mRNA processing","BP",8.28098123077954e-05
"13736","GO:0060255",8.10378014432417e-07,0.999999661220606,372,4678,"regulation of macromolecule metabolic process","BP",0.000201548550589476
"15068","GO:0070717",8.53482355909633e-07,0.999999915355105,11,28,"poly-purine tract binding","MF",0.000209829127707484
"3023","GO:0006518",9.99610191512411e-07,0.999999660497034,74,738,"peptide metabolic process","BP",0.000242962072571125
"167","GO:0000375",1.03454590667286e-06,0.999999634095541,36,249,"RNA splicing, via transesterification reactions","BP",0.00024316376261347
"168","GO:0000377",1.03454590667286e-06,0.999999634095541,36,249,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","BP",0.00024316376261347
"181","GO:0000398",1.03454590667286e-06,0.999999634095541,36,249,"mRNA splicing, via spliceosome","BP",0.00024316376261347
"17880","GO:0140657",1.45699636923771e-06,0.999999399847926,61,458,"ATP-dependent activity","MF",0.00033873581893071
"4066","GO:0009057",1.78449594416826e-06,0.999999133205923,115,1161,"macromolecule catabolic process","BP",0.000410414879030267
"10080","GO:0042254",2.15387309539779e-06,0.99999920304057,36,283,"ribosome biogenesis","BP",0.000490097783377269
"15192","GO:0070972",2.2832558825305e-06,0.999999560371934,16,69,"protein localization to endoplasmic reticulum","BP",0.00051406905338363
"13021","GO:0051276",3.43350925228633e-06,0.999998239164879,91,836,"chromosome organization","BP",0.000764993014553669
"1525","GO:0003727",3.88051274900352e-06,0.999999126509073,18,80,"single-stranded RNA binding","MF",0.000855673063798311
"12966","GO:0051173",4.02733876508202e-06,0.999997607906314,210,2384,"positive regulation of nitrogen compound metabolic process","BP",0.000878987233125911
"7414","GO:0031323",4.50594293093271e-06,0.999997036655403,362,4559,"regulation of cellular metabolic process","BP",0.000973511245956764
"19062","GO:1903312",4.91058245295474e-06,0.999998817125792,19,87,"negative regulation of mRNA metabolic process","BP",0.00105032448086249
"10944","GO:0044271",4.98588981609109e-06,0.999996771006109,286,3558,"cellular nitrogen compound biosynthetic process","BP",0.00105587324036012
"10941","GO:0044265",5.29514806659526e-06,0.999997195521052,100,998,"cellular macromolecule catabolic process","BP",0.00111037178427849
"3729","GO:0008187",5.45424457934259e-06,0.999999507932645,9,22,"poly-pyrimidine tract binding","MF",0.0011326294884229
"17160","GO:0099080",6.09240390509949e-06,0.999996602785861,103,1008,"supramolecular complex","CC",0.0012529848762132
"18703","GO:1902494",6.66261775094792e-06,0.999996132311983,123,1354,"catalytic complex","CC",0.00135720696261929
"5821","GO:0016887",7.06056778808425e-06,0.999997261075638,36,233,"ATP hydrolysis activity","MF",0.00142182335946934
"5404","GO:0016072",7.11277289556404e-06,0.999997435245739,31,232,"rRNA metabolic process","BP",0.00142182335946934
"19900","GO:1904949",7.21506479912346e-06,0.999998207472765,19,89,"ATPase complex","CC",0.00142891686100418
"2525","GO:0005694",7.46472247630132e-06,0.999995790531937,106,1064,"chromosome","CC",0.00146479769766614
"2953","GO:0006417",7.98994509054379e-06,0.999996581033351,44,342,"regulation of translation","BP",0.00155360850492401
"172","GO:0000381",9.16946333674778e-06,0.999998299682371,14,52,"regulation of alternative mRNA splicing, via spliceosome","BP",0.00176689775954683
"171","GO:0000380",9.61152692008485e-06,0.999997920924271,16,68,"alternative mRNA splicing, via spliceosome","BP",0.00183554419012228
"7416","GO:0031325",1.05035600570595e-05,0.999992975804249,221,2564,"positive regulation of cellular metabolic process","BP",0.00198814731026944
"273","GO:0000785",1.1420868931026e-05,0.999994334908949,63,535,"chromatin","CC",0.00214281548741855
"2608","GO:0005844",1.35295441852005e-05,0.999997274397469,14,73,"polysome","CC",0.00251637757023698
"9003","GO:0034660",1.55104371278165e-05,0.999992546678882,53,482,"ncRNA metabolic process","BP",0.0028599374114385
"10787","GO:0043603",1.59474581079253e-05,0.999991096353118,85,930,"cellular amide metabolic process","BP",0.00291538616641379
"14227","GO:0061061",1.60849296318738e-05,0.99999188653127,61,528,"muscle structure development","BP",0.0029155979652216
"10550","GO:0043209",1.8691822278129e-05,0.999993309942059,28,200,"myelin sheath","CC",0.0033596587118227
"2532","GO:0005730",2.01419035543006e-05,0.999988913882779,79,789,"nucleolus","CC",0.00358304594968006
"8426","GO:0033119",2.02696975039173e-05,0.999997655410861,9,28,"negative regulation of RNA splicing","BP",0.00358304594968006
"8815","GO:0034248",2.05878359759809e-05,0.999990470670415,47,390,"regulation of cellular amide metabolic process","BP",0.00358323347332287
"6150","GO:0019222",2.06058122034089e-05,0.999984969564492,390,5081,"regulation of metabolic process","BP",0.00358323347332287
"11455","GO:0045787",2.10772771042796e-05,0.999990986535134,39,286,"positive regulation of cell cycle","BP",0.00363566032244707
"2630","GO:0005874",2.13009218952288e-05,0.99998998029462,49,392,"microtubule","CC",0.00364484334733639
"11123","GO:0044877",2.22432796956628e-05,0.999986337953532,119,1252,"protein-containing complex binding","MF",0.00377588499532168
"18352","GO:1901566",2.31436010587221e-05,0.999985897944829,113,1311,"organonitrogen compound biosynthetic process","BP",0.00389778333106304
"6378","GO:0019904",2.37766947628762e-05,0.999986839967299,77,705,"protein domain specific binding","MF",0.00397312284596218
"10352","GO:0042788",2.44318559936211e-05,0.999997379142915,8,34,"polysomal ribosome","CC",0.00405095323912838
"5203","GO:0015630",2.51982740282162e-05,0.999984758244887,109,1128,"microtubule cytoskeleton","CC",0.00414589140915012
"8700","GO:0034046",2.62462363015532e-05,0.999999377184615,5,7,"poly(G) binding","MF",0.00428534922331238
"7720","GO:0031967",2.92759834740693e-05,0.999983138354411,86,972,"organelle envelope","CC",0.00470815045508923
"7724","GO:0031975",2.92759834740693e-05,0.999983138354411,86,972,"envelope","CC",0.00470815045508923
"4573","GO:0010604",3.60497727513099e-05,0.999974763622824,223,2653,"positive regulation of macromolecule metabolic process","BP",0.00575060826425468
"6008","GO:0018205",3.65603001774831e-05,0.999983059234047,44,348,"peptidyl-lysine modification","BP",0.00575060826425468
"3363","GO:0007017",3.65647166271745e-05,0.999979190461401,81,782,"microtubule-based process","BP",0.00575060826425468
"12722","GO:0050794",3.81687147915702e-05,0.999971716489447,573,7865,"regulation of cellular process","BP",0.00595905577136419
"12192","GO:0048025",3.92611706838915e-05,0.99999587038353,8,23,"negative regulation of mRNA splicing, via spliceosome","BP",0.00608519695476635
"2940","GO:0006401",4.35431710822067e-05,0.999981858598453,34,253,"RNA catabolic process","BP",0.0067003229228584
"9588","GO:0036002",5.43306345047831e-05,0.999991691767566,10,34,"pre-mRNA binding","MF",0.00830055672444861
"3705","GO:0008143",5.51985236436331e-05,0.999993980605,8,22,"poly(A) binding","MF",0.00837334200151537
"2244","GO:0005048",5.91347033092054e-05,0.999989704012849,11,40,"signal sequence binding","MF",0.00890726879634221
"2917","GO:0006364",5.98421142418632e-05,0.999977849900557,26,206,"rRNA processing","BP",0.00895079008055394
"10934","GO:0044249",6.21551556779181e-05,0.999953994139585,325,4248,"cellular biosynthetic process","BP",0.00923219878329855
"18358","GO:1901576",6.58897457261449e-05,0.999951148757271,328,4298,"organic substance biosynthetic process","BP",0.00962395478354743
"1527","GO:0003730",6.6045900366743e-05,0.999981853759788,17,91,"mRNA 3'-UTR binding","MF",0.00962395478354743
"4067","GO:0009058",6.61424729151187e-05,0.999950903028397,333,4374,"biosynthetic process","BP",0.00962395478354743
"2941","GO:0006402",6.7420575775662e-05,0.999973006475765,30,214,"mRNA catabolic process","BP",0.00974363983287591
"15012","GO:0070603",7.32868039316937e-05,0.999979773710638,17,87,"SWI/SNF superfamily-type complex","CC",0.0105203452972819
"11216","GO:0045182",7.56569303368956e-05,0.999976119951698,20,124,"translation regulator activity","MF",0.0107881738865057
"17236","GO:0099512",8.32404750249395e-05,0.999952266882317,74,712,"supramolecular fiber","CC",0.0117909305980691
"10518","GO:0043167",8.97149112374805e-05,0.999932849997789,337,4248,"ion binding","MF",0.0126244226082794
"2897","GO:0006325",9.07756303909424e-05,0.999952058392813,56,477,"chromatin organization","BP",0.0126901958067442
"17161","GO:0099081",9.355785258754e-05,0.999946137265108,74,714,"supramolecular polymer","CC",0.012994213694772
"15223","GO:0071013",9.43964192202515e-05,0.999975547321696,15,87,"catalytic step 2 spliceosome","CC",0.0130214220976465
"1505","GO:0003682",9.49713332662979e-05,0.999948078472656,62,547,"chromatin binding","MF",0.0130214220976465
"10943","GO:0044270",9.73654400076981e-05,0.999953414258713,42,367,"cellular nitrogen compound catabolic process","BP",0.0132646458364628
"12673","GO:0050686",9.86673979426801e-05,0.999985562379603,9,31,"negative regulation of mRNA processing","BP",0.0133569428771898
"6716","GO:0022607",0.000100134640349341,0.999929479639543,190,2286,"cellular component assembly","BP",0.0134703133486293
"18706","GO:1902498",0.000101795986219866,0.999998537087653,4,5,"regulation of protein autoubiquitination","BP",0.0136082146828545
"17237","GO:0099513",0.000105651978516849,0.999942410242117,60,547,"polymeric cytoskeletal fiber","CC",0.0139636483036329
"7879","GO:0032269",0.00010576048553876,0.999937980385149,77,775,"negative regulation of cellular protein metabolic process","BP",0.0139636483036329
"21174","GO:2000767",0.000108846453402543,0.999992628320667,6,12,"positive regulation of cytoplasmic translation","BP",0.014282925103233
"4380","GO:0009893",0.000113509517140097,0.999917471704099,238,2921,"positive regulation of metabolic process","BP",0.0148039942811557
"3775","GO:0008266",0.000119028433127019,0.999987949983889,7,19,"poly(U) RNA binding","MF",0.0154296918554777
"12358","GO:0048519",0.000122912258811339,0.999907601312074,328,4231,"negative regulation of biological process","BP",0.0157431031217964
"16184","GO:0090079",0.000122918239344523,0.999965727747686,16,92,"translation regulator activity, nucleic acid binding","MF",0.0157431031217964
"11536","GO:0045935",0.000125823009426442,0.999915221445768,140,1551,"positive regulation of nucleobase-containing compound metabolic process","BP",0.0160192163608463
"9000","GO:0034655",0.000131068251688176,0.999937552183476,40,347,"nucleobase-containing compound catabolic process","BP",0.0165882771322981
"2514","GO:0005681",0.0001387442892328,0.999948217084751,24,182,"spliceosomal complex","CC",0.0173968319559439
"4379","GO:0009892",0.000139083559982534,0.999900792187953,197,2368,"negative regulation of metabolic process","BP",0.0173968319559439
"10856","GO:0043933",0.000149062123652275,0.999902901509132,114,1328,"protein-containing complex organization","BP",0.0184782559273362
"2619","GO:0005856",0.00014945711699608,0.999896105959145,164,1881,"cytoskeleton","CC",0.0184782559273362
"11219","GO:0045185",0.000152142374071135,0.999956755932612,16,92,"maintenance of protein location","BP",0.0186398731491749
"4514","GO:0010468",0.000152960688481665,0.999885791508454,288,3659,"regulation of gene expression","BP",0.0186398731491749
"4916","GO:0014069",0.000153378730854869,0.999929060670474,37,274,"postsynaptic density","CC",0.0186398731491749
"2486","GO:0005635",0.000157424531049826,0.999921508067892,44,382,"nuclear envelope","CC",0.0190234649413827
"12362","GO:0048523",0.000158905468747295,0.999880719177842,304,3873,"negative regulation of cellular process","BP",0.0190945453428982
"6725","GO:0022625",0.000161913098151921,0.999975798083405,8,54,"cytosolic large ribosomal subunit","CC",0.0193472584154828
"13000","GO:0051248",0.000171849912281303,0.999896241077428,80,825,"negative regulation of protein metabolic process","BP",0.0204205431876933
"14127","GO:0060900",0.000178579251187433,0.999997013388982,4,5,"embryonic camera-type eye formation","BP",0.0211029370367293
"10708","GO:0043488",0.000193674469132383,0.999930237775756,22,141,"regulation of mRNA stability","BP",0.0227610067047942
"11884","GO:0046700",0.00020446567713506,0.999899330478414,41,367,"heterocycle catabolic process","BP",0.0237933775434157
"10675","GO:0043412",0.00020468378456162,0.999849089272769,240,2950,"macromolecule modification","BP",0.0237933775434157
"8994","GO:0034645",0.000209677652823856,0.999871555489834,82,927,"cellular macromolecule biosynthetic process","BP",0.0242421368445917
"8427","GO:0033120",0.000212234948189121,0.999960126239789,10,41,"positive regulation of RNA splicing","BP",0.0244058779936404
"16044","GO:0075522",0.000224519667239952,0.999986477972931,5,11,"IRES-dependent viral translational initiation","BP",0.0256804875005098
"4574","GO:0010605",0.000230424172767383,0.999835343550218,183,2191,"negative regulation of macromolecule metabolic process","BP",0.0262156522942636
"7889","GO:0032279",0.000243284795575805,0.999884560163768,37,280,"asymmetric synapse","CC",0.0275323729765656
"267","GO:0000775",0.000247061305507719,0.999898103626721,27,202,"chromosome, centromeric region","CC",0.0278126013868663
"11147","GO:0045047",0.000253892312549134,0.999955925615647,9,39,"protein targeting to ER","BP",0.0284319511681332
"10707","GO:0043487",0.000255455545507593,0.999903445149369,23,154,"regulation of RNA stability","BP",0.0284580138690724
"6147","GO:0019219",0.000266847612271885,0.999801424675694,248,3067,"regulation of nucleobase-containing compound metabolic process","BP",0.0295730755382557
"2902","GO:0006338",0.000270231725340647,0.999890249680925,26,185,"chromatin remodeling","BP",0.0297937441923252
"2923","GO:0006376",0.000292028970173162,0.999956782986437,8,27,"mRNA splice site selection","BP",0.0316463976329014
"13936","GO:0060537",0.000292474529124228,0.999852280567603,42,356,"muscle tissue development","BP",0.0316463976329014
"7977","GO:0032409",0.000292707017850509,0.999875645749708,28,214,"regulation of transporter activity","BP",0.0316463976329014
"14192","GO:0061013",0.000292953701964303,0.999888075377428,23,156,"regulation of mRNA catabolic process","BP",0.0316463976329014
"6222","GO:0019439",0.00029562377932301,0.999851546778826,41,375,"aromatic compound catabolic process","BP",0.0317743568640194
"15645","GO:0071826",0.000303922775658791,0.999888575707624,21,161,"ribonucleoprotein complex subunit organization","BP",0.0325030212428294
"8395","GO:0033036",0.00030931240357986,0.999774150352605,204,2487,"macromolecule localization","BP",0.0329148407968638
"12718","GO:0050789",0.000328176870852667,0.999745938577175,586,8213,"regulation of biological process","BP",0.0347493816369688
"8927","GO:0034470",0.000330241116160742,0.999836038818309,39,374,"ncRNA processing","BP",0.0347957006579415
"13213","GO:0051641",0.000336117617268675,0.999754524991105,202,2450,"cellular localization","BP",0.035241273116469
"17742","GO:0140098",0.000362201546370617,0.999823291319034,37,328,"catalytic activity, acting on RNA","MF",0.0377908725625421
"2596","GO:0005819",0.000373571778136693,0.999817734114212,37,313,"spindle","CC",0.0387879939930376
"6723","GO:0022618",0.000379019010450626,0.999862541805985,20,153,"ribonucleoprotein complex assembly","BP",0.0391634667368524
"18357","GO:1901575",0.000387164984272964,0.999730997725613,139,1671,"organic substance catabolic process","BP",0.0398128454260309
"20760","GO:2000112",0.000414609282967911,0.999781185329342,45,412,"regulation of cellular macromolecule biosynthetic process","BP",0.0424309949923476
"5669","GO:0016607",0.000420070169777859,0.999793861611301,37,307,"nuclear speck","CC",0.0427851469589458
"2985","GO:0006464",0.000427599070149093,0.999681567845572,227,2787,"cellular protein modification process","BP",0.0431411156199007
"9683","GO:0036211",0.000427599070149093,0.999681567845572,227,2787,"protein modification process","BP",0.0431411156199007
"842","GO:0002181",0.000441808714099953,0.999878964120981,13,91,"cytoplasmic translation","BP",0.0441865485466766
"15472","GO:0071541",0.000444269376905974,0.999980731159721,4,8,"eukaryotic translation initiation factor 3 complex, eIF3m","CC",0.0441865485466766
"16986","GO:0098794",0.000444630038765499,0.999749308162704,55,489,"postsynapse","CC",0.0441865485466766
"17284","GO:0099572",0.000446224437144427,0.999780765311934,37,290,"postsynaptic specialization","CC",0.0441865485466766
"14664","GO:0065003",0.00045702532740787,0.999700645177768,98,1157,"protein-containing complex assembly","BP",0.045047533308419
"4068","GO:0009059",0.000460881615950118,0.99964940733522,275,3569,"macromolecule biosynthetic process","BP",0.0452192517594362
"2950","GO:0006413",0.000472316782569109,0.999849735996693,16,102,"translational initiation","BP",0.0461296057642497
"12935","GO:0051130",0.000481208578301206,0.99968843770458,93,962,"positive regulation of cellular component organization","BP",0.046784410369475
"2991","GO:0006473",0.000517438260509225,0.999775764330483,27,203,"protein acetylation","BP",0.0500791264888318
"11230","GO:0045202",0.000534257566239723,0.999648277405374,99,1034,"synapse","CC",0.0514740319112678
"16177","GO:0090068",0.000545549272544584,0.999758686839871,28,212,"positive regulation of cell cycle process","BP",0.0523262483876956
"3109","GO:0006616",0.000571944325346505,0.999973429486803,4,8,"SRP-dependent cotranslational protein targeting to membrane, translocation","BP",0.0545435593143818
"10361","GO:0042802",0.000573766929063346,0.999592578664464,149,1833,"identical protein binding","MF",0.0545435593143818
"4592","GO:0010629",0.000599245185025506,0.999622381982571,79,855,"negative regulation of gene expression","BP",0.0567135188606661
"13004","GO:0051252",0.00061831358724815,0.999535707197013,227,2800,"regulation of RNA metabolic process","BP",0.0579975534620443
"7415","GO:0031324",0.000619302312580933,0.999552579762279,166,1976,"negative regulation of cellular metabolic process","BP",0.0579975534620443
"12527","GO:0048856",0.000624126540080496,0.999514543837861,341,4441,"anatomical structure development","BP",0.0579975534620443
"12965","GO:0051172",0.000624618031943501,0.99955178049314,158,1865,"negative regulation of nitrogen compound metabolic process","BP",0.0579975534620443
"104","GO:0000226",0.000626370323518268,0.999635269096474,58,551,"microtubule cytoskeleton organization","BP",0.0579975534620443
"16929","GO:0098687",0.000644990414443967,0.999682076879897,35,301,"chromosomal region","CC",0.0594642240281983
"6807","GO:0030054",0.000648683170099075,0.99954332415315,139,1533,"cell junction","CC",0.059548001395919
"2607","GO:0005840",0.000666070846922805,0.999750221465574,19,214,"ribosome","CC",0.0608828604479995
"15490","GO:0071564",0.000683860290121591,0.999944771270771,5,12,"npBAF complex","CC",0.0622429265762158
"17115","GO:0098984",0.000717876398716773,0.999637440862136,37,296,"neuron to neuron synapse","CC",0.0650621114074282
"3433","GO:0007163",0.000727071939206117,0.999677873464209,27,198,"establishment or maintenance of cell polarity","BP",0.0656174755598297
"18287","GO:1901361",0.000738016286328812,0.999610503527501,41,396,"organic cyclic compound catabolic process","BP",0.0663253375978444
"3384","GO:0007049",0.000744151194956554,0.999481217656866,127,1480,"cell cycle","BP",0.0665968615436223
"15984","GO:0072599",0.000751858577064483,0.999845797606715,9,43,"establishment of protein localization to endoplasmic reticulum","BP",0.067006262936801
"7458","GO:0031399",0.000778318714575319,0.999469436010681,111,1242,"regulation of protein modification process","BP",0.0688349990748019
"533","GO:0001725",0.000782033043862587,0.999763974397007,14,77,"stress fiber","CC",0.0688349990748019
"16759","GO:0097517",0.000782033043862587,0.999763974397007,14,77,"contractile actin filament bundle","CC",0.0688349990748019
"17178","GO:0099111",0.000802225599603452,0.99965427591906,25,186,"microtubule-based transport","BP",0.0703229645488452
"129","GO:0000278",0.00084648862431153,0.99946967198283,73,762,"mitotic cell cycle","BP",0.0739001844302013
"13937","GO:0060538",0.000851315206090216,0.999654222785115,22,159,"skeletal muscle organ development","BP",0.0740194347279009
